المفهوم الأكاديمي,رابط المفهوم على سمارتيكل,التخصص الفرعي,عنوان المرجع الأكاديمي,رابط المرجع المباشر,التوثيق المنسق
استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,Strategy formulation in entrepreneurial firms,https://openlibrary.org/works/OL9491533W,Strategy formulation in entrepreneurial firms. بقلم Azhdar Karami. (2007). — Ashgate Publishing. ردمك: 9781317049319
استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,Entrepreneurship as strategy,https://archive.org/details/entrepreneurship0000unse_o9u5,Entrepreneurship as strategy. بقلم G. Dale Meyer، Kurt Allen Heppard. (2000). — Sage Publications. ردمك: 076191580X
استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,The entrepreneurial strategy matrix: A model for new and ongoing ventures,https://doi.org/10.1016/s0007-6813(97)90055-0,"سونفيلد، ماثيو سي، وروبرت إن. لوسير. ""مصفوفة الاستراتيجية الريادية: نموذج للمشاريع الجديدة والمستمرّة"". *كروسرف*، 1997."
استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,Competitive strategy: dynamics of positioning,https://doi.org/10.4324/9780080503349-18,"إس. ماثور. ""الاستراتيجية التنافسية: ديناميكيات التمركز"". *كروسرف*، 2001."
استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,Understanding Competitive Positioning and Strategy,https://doi.org/10.1016/b978-0-7506-5363-3.50009-1,"إس. ماثور. ""فهم التمركز الاستراتيجي والاستراتيجية"". *كروسرف*، 2001."
استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,"Strategy, Industry Competitive Forces and Positioning",https://doi.org/10.4135/9781036231224.n2,الاستراتيجية، قوى التنافس الصناعي، والتمركز. *كروسرف*، 2023.
التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,Introduction to International Economics,https://archive.org/details/introductiontoin0000salv,Introduction to International Economics. بقلم Dominick Salvatore. (2004). — John Wiley [distributor]. ردمك: 0471202266
التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,International institutions and Asian development,https://openlibrary.org/works/OL16113428W,International institutions and Asian development. بقلم Shiro Armstrong. (2011). — Routledge. ردمك: 9780415497541
التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,Trade Imbalance,https://openlibrary.org/works/OL15328293W,Trade Imbalance. بقلم Susan A. Aaronson، Susan Ariel Aaronson، Jamie M. Zimmerman. (2007). — Cambridge. ردمك: 9780511464805
التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,International Trade and Trade Theory,https://doi.org/10.1007/978-3-540-78265-0_1,"International Trade and Trade Theory. ""International Trade and Trade Theory"". *crossref*, 2008."
التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,"Conceptual Foundations from Trade, Multinational Firms, and Foreign Direct Investment Theory",https://doi.org/10.1201/9780429037597-6,"Ethier, Wilfred J. ""Conceptual Foundations from Trade, Multinational Firms, and Foreign Direct Investment Theory"". crossref, 2019."
التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,69The logical (and moral) foundations of unequal exchange trade theory,https://doi.org/10.4324/9781315723129-6,"69The logical (and moral) foundations of unequal exchange trade theory"". *crossref*, 2015."
التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,Classical International Trade Theories,https://doi.org/10.1007/978-3-540-78265-0_2,"Classical International Trade Theories. ""Classical International Trade Theories"". *crossref*, 2008."
التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,The national dimension to interpretation in the framework of the WTO,https://doi.org/10.1017/cbo9781107337992.006,"World Trade Organization. ""The national dimension to interpretation in the framework of the WTO"". crossref, 2006."
التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,A multilateral framework on investment in the WTO: is there a case for it?,https://doi.org/10.5040/9781350222014.ch-007,"World Trade Organization. ""A multilateral framework on investment in the WTO: is there a case for it?"". crossref, 2003."
إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Supply Chain Risk Management,https://openlibrary.org/works/OL21150109W,Supply Chain Risk Management. بقلم John Manners-Bell. (2017). — Kogan Page. ردمك: 0749480165
إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Political Risk Management for the Global Supply Chain,https://openlibrary.org/works/OL25315307W,Political Risk Management for the Global Supply Chain. بقلم Ralph L. Kliem. (2021). — Taylor & Francis Group. ردمك: 1000422313
إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Promoting Logistics and Supply Chain Resilience Through Digital Transformation,https://openlibrary.org/works/OL28429089W,Promoting Logistics and Supply Chain Resilience Through Digital Transformation. بقلم Ilyas Masudin. (2022). — IGI Global. ردمك: 1668458861
إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Managing Risk of Supply Chain Disruptions,https://openlibrary.org/works/OL21261041W,Managing Risk of Supply Chain Disruptions. بقلم Tong Shu، Shou Chen، Kin Keung Lai. (2014). — Routledge. ردمك: 131577691X
إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Risk Management in Supply Chains,https://openlibrary.org/works/OL25325025W,Risk Management in Supply Chains. بقلم Mohammad Heydari، Kin Keung Lai، Xiaohu Zhou. (2019). — Taylor & Francis Group. ردمك: 9781000707557
إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Handbook of integrated risk management in global supply chains,https://archive.org/details/handbookintegrat00kouv,Handbook of integrated risk management in global supply chains. بقلم Panos Kouvelis. (2011). — Wiley. ردمك: 1118115791
إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,X-SCM,https://openlibrary.org/works/OL15571025W,X-SCM. بقلم Lisa H. Harrington. (2010). — Routledge. ردمك: 9781136932670
إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Supply Chain Risk,https://openlibrary.org/works/OL8477764W,Supply Chain Risk. بقلم Clare Brindley. (2004). — Ashgate Publishing. ردمك: 9781351896894
إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Why global supply chain management is also total supply chain management,https://doi.org/10.4324/9781003341352-3,"باسو، رون. ""لماذا إدارة سلسلة التوريد العالمية هي أيضاً إدارة سلسلة التوريد الكاملة"". كروسريف، 2023."
إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Contemporary global challenges in supply chain management,https://doi.org/10.4324/9781003341352-5,"رون باسو. ""التحديات العالمية المعاصرة في إدارة سلسلة التوريد"". كروسريف، 2023."
التجارة الإلكترونية: نماذج الأعمال الرقمية، المدفوعات، واقتصاديات المنصات.,https://smarticle.tech/ar/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,E-commerce and v-business,https://openlibrary.org/works/OL19806927W,E-commerce and v-business. بقلم Stuart Barnes. (2007). — Butterworth-Heinemann. ردمك: 9781136409004
التجارة الإلكترونية: نماذج الأعمال الرقمية، المدفوعات، واقتصاديات المنصات.,https://smarticle.tech/ar/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,Digital Business and Electronic Commerce,https://openlibrary.org/works/OL27404698W,Digital Business and Electronic Commerce. بقلم Bernd W. Wirtz. (2021). — Springer International Publishing AG. ردمك: 3030634817
التجارة الإلكترونية: نماذج الأعمال الرقمية، المدفوعات، واقتصاديات المنصات.,https://smarticle.tech/ar/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,"Consumer-driven e-commerce: A literature review, design framework, and research agenda on last-mile logistics models",https://doi.org/10.1108/IJPDLM-02-2017-0081,"S. Lim, Xin Jin, J. Srai. ""Consumer-driven e-commerce: A literature review, design framework, and research agenda on last-mile logistics models"". semantic_scholar_foundational, ."
التجارة الإلكترونية: نماذج الأعمال الرقمية، المدفوعات، واقتصاديات المنصات.,https://smarticle.tech/ar/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,"Machine Learning Algorithms for Optimizing Search Personalization and Site Reliability in E-Commerce Platforms A Comparative Analysis of Linear Regression, SVR, and AdaBoost",https://doi.org/10.55124/jaim.v3i3.286,"D. Soundarapandian. ""Machine Learning Algorithms for Optimizing Search Personalization and Site Reliability in E-Commerce Platforms A Comparative Analysis of Linear Regression, SVR, and AdaBoost"". semantic_scholar_foundational, ."
التجارة الإلكترونية: نماذج الأعمال الرقمية، المدفوعات، واقتصاديات المنصات.,https://smarticle.tech/ar/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,"The Impact of E-commerce giants on SMEs: Challenges, opportunities, and the fight for survival in the digital economy",https://doi.org/10.30574/wjarr.2024.24.2.3182,"Adeola N. Raji, Abiola O. Olawore, Deborah Osahor. ""The Impact of E-commerce giants on SMEs: Challenges, opportunities, and the fight for survival in the digital economy"". semantic_scholar_foundational, ."
التمويل المؤسسي: هيكل رأس المال، التقييم، وقرارات الاستثمار.,https://smarticle.tech/ar/article/corporate-finance-capital-structure-valuation-and-investment-decisions-202605150357,Finance,The Wealth of Nations,https://archive.org/details/inquiryintonatur01smituoft,The Wealth of Nations. بقلم Adam Smith. (1776). — Printed by A. Strahan for T. Cadell jun. and W. Davies. ردمك: 1604598913
التمويل المؤسسي: هيكل رأس المال، التقييم، وقرارات الاستثمار.,https://smarticle.tech/ar/article/corporate-finance-capital-structure-valuation-and-investment-decisions-202605150357,Finance,Das Finanzkapital,https://archive.org/details/nybc211625,Das Finanzkapital. بقلم Rudolf Hilferding. (1904). — Éditions de Minuit. ردمك: 0415436648
التمويل المؤسسي: هيكل رأس المال، التقييم، وقرارات الاستثمار.,https://smarticle.tech/ar/article/corporate-finance-capital-structure-valuation-and-investment-decisions-202605150357,Finance,Financial Management,https://archive.org/details/blueprintsproble0000brig,Financial Management. بقلم Eugene F. Brigham، Michael C. Ehrhardt. (1977). — Dryden Press. ردمك: 9780030177897
التمويل المؤسسي: هيكل رأس المال، التقييم، وقرارات الاستثمار.,https://smarticle.tech/ar/article/corporate-finance-capital-structure-valuation-and-investment-decisions-202605150357,Finance,Understanding Capital Structure Theory: Modigliani and Miller,https://doi.org/10.5040/9781472920386.ch-058,"Modigliani, F. وMiller, M. ""فهم نظرية هيكل رأس المال: Modigliani وMiller"". crossref، 2015."
الأنظمة المصرفية: البنوك المركزية، السياسة النقدية، وتكوين الائتمان.,https://smarticle.tech/ar/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,In Fed we trust,https://archive.org/details/infedwetrustbenb00wess,In Fed we trust. بقلم David Wessel. (2009). — Three Rivers Press. ردمك: 9780307459701
الأنظمة المصرفية: البنوك المركزية، السياسة النقدية، وتكوين الائتمان.,https://smarticle.tech/ar/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Global Financial Crisis and the New Monetary Consensus,https://openlibrary.org/works/OL21252246W,Global Financial Crisis and the New Monetary Consensus. بقلم Marc Pilkington. (2013). — Routledge. ردمك: 9780415524056
الأنظمة المصرفية: البنوك المركزية، السياسة النقدية، وتكوين الائتمان.,https://smarticle.tech/ar/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,The Economics of Central Banking,https://openlibrary.org/works/OL20593149W,The Economics of Central Banking. بقلم Livio Stracca. (2018). — Routledge. ردمك: 1138496715
الأنظمة المصرفية: البنوك المركزية، السياسة النقدية، وتكوين الائتمان.,https://smarticle.tech/ar/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Political Economy of U. S. Monetary Policy,https://openlibrary.org/works/OL21288119W,Political Economy of U. S. Monetary Policy. بقلم Edwin Dickens. (2016). — Taylor & Francis Group. ردمك: 9781317438298
الأنظمة المصرفية: البنوك المركزية، السياسة النقدية، وتكوين الائتمان.,https://smarticle.tech/ar/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Understanding Central Banking,https://openlibrary.org/works/OL21259675W,"Understanding Central Banking. بقلم Jones, David M.. (2014). — Taylor & Francis Group. ردمك: 9781315698502"
الأنظمة المصرفية: البنوك المركزية، السياسة النقدية، وتكوين الائتمان.,https://smarticle.tech/ar/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Central Banking in a Democracy,https://openlibrary.org/works/OL21268599W,Central Banking in a Democracy. بقلم John H. Wood. (2014). — Taylor & Francis Group. ردمك: 9781322212128
الأنظمة المصرفية: البنوك المركزية، السياسة النقدية، وتكوين الائتمان.,https://smarticle.tech/ar/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Advanced Introduction to Central Banks and Monetary Policy,https://openlibrary.org/works/OL28017577W,"Advanced Introduction to Central Banks and Monetary Policy. بقلم Christiaan Pattipeilohy، Jakob De Haan. (2022). — Elgar Publishing Limited, Edward. ردمك: 9781839104862"
الأنظمة المصرفية: البنوك المركزية، السياسة النقدية، وتكوين الائتمان.,https://smarticle.tech/ar/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Monetary policy in the euro area,https://archive.org/details/monetarypolicyin0000unse_r7c9,Monetary policy in the euro area. بقلم Otmar Issing، Vitor Gaspar، Ignazio Angeloni. (2001). — Cambridge University Press. ردمك: 0511046413
الأنظمة المصرفية: البنوك المركزية، السياسة النقدية، وتكوين الائتمان.,https://smarticle.tech/ar/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,Monetary policy at work: Security and credit application registers evidence,https://doi.org/10.2139/SSRN.2958917,"بيدرو، ج.، بولو، أ.، سيتّي، إ. ""السياسة النقدية في العمل: أدلة من سجلات الضمانات وتطبيقات الائتمان"". semantic_scholar_foundational، 2017."
الأنظمة المصرفية: البنوك المركزية، السياسة النقدية، وتكوين الائتمان.,https://smarticle.tech/ar/article/banking-systems-central-banks-monetary-policy-and-credit-creation-202605150405,Finance,"Monetary Policy, Labor Income Redistribution and the Credit Channel: Evidence from Matched Employer-Employee and Credit Registers",https://doi.org/10.2139/ssrn.3930286,"ياسوفا، م.، مينديتشينو، ك.، بانيتّي، إ.، بيدرو، ج.، سوپيرا، د. ""السياسة النقدية، وإعادة توزيع دخل العمل، وقناة الائتمان: أدلة من سجلات أصحاب العمل-الموظفين المتطابقة وسجلات الائتمان"". semantic_scholar_foundational، 2021."
التمويل الإسلامي: المبادئ، الأدوات، والنمو العالمي.,https://smarticle.tech/ar/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Islamic finance,https://archive.org/details/islamicfinancere0000unse,Islamic finance. بقلم Simon Archer، Rifaat Ahmed Abdel Karim، Simon Archer. (2007). — J. Wiley. ردمك: 9781118247068
التمويل الإسلامي: المبادئ، الأدوات، والنمو العالمي.,https://smarticle.tech/ar/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Globalization and Islamic Finance,https://openlibrary.org/works/OL25117148W,"Globalization and Islamic Finance. بقلم Hossein Askari، Zamir Iqbal، Abbas Mirakhor. (2011). — Wiley & Sons, Incorporated, John. ردمك: 9781283401470"
التمويل الإسلامي: المبادئ، الأدوات، والنمو العالمي.,https://smarticle.tech/ar/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Islamic Capital Markets,https://archive.org/details/islamiccapitalma0000isma,Islamic Capital Markets. بقلم Obiyathulla Ismath Bacha، Abbas Mirakhor. (2013). — Wiley. ردمك: 9789811204012
التمويل الإسلامي: المبادئ، الأدوات، والنمو العالمي.,https://smarticle.tech/ar/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Islamic banking and finance in South-east Asia,https://archive.org/details/islamicbankingfi0000vena,Islamic banking and finance in South-east Asia. بقلم Angelo M. Venardos. (2005). — World Scientific. ردمك: 9814350435
التمويل الإسلامي: المبادئ، الأدوات، والنمو العالمي.,https://smarticle.tech/ar/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,The Islamic Debt Market for Sukuk Securities,https://archive.org/details/islamicdebtmarke0000unse,"The Islamic Debt Market for Sukuk Securities. بقلم Mohamed Ariff، Munawar Iqbal، Shamsher Mohamad. (2012). — Elgar Publishing Limited, Edward. ردمك: 1781006504"
التمويل الإسلامي: المبادئ، الأدوات، والنمو العالمي.,https://smarticle.tech/ar/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Islamic Financial Products,https://openlibrary.org/works/OL20840164W,Islamic Financial Products. بقلم Mohd Ma'Sum Billah. (2019). — Palgrave Macmillan. ردمك: 3030176231
التمويل الإسلامي: المبادئ، الأدوات، والنمو العالمي.,https://smarticle.tech/ar/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,Ṣukūk al-tamwīl al-Islāmīyah,https://openlibrary.org/works/OL32331178W,Ṣukūk al-tamwīl al-Islāmīyah. بقلم Muḥammad ibn ʻAlī Qarrī. (2019). — Dār al-Maymān lil-Nashr wa-al-Tawzīʻ. ردمك: 9786038181522
التمويل الإسلامي: المبادئ، الأدوات، والنمو العالمي.,https://smarticle.tech/ar/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,History and Growth of Islamic Banking and Finance,https://doi.org/10.1007/978-0-230-50322-9_4,"إقبال، منور؛ مولينوكس، فيليب. ""تاريخ ونمو المصرفية والمالية الإسلامية"". كروسرف، 2005."
التمويل الإسلامي: المبادئ، الأدوات، والنمو العالمي.,https://smarticle.tech/ar/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,The Birth and Evolution of Modern Islamic Banking,https://doi.org/10.4337/9780857931481.00023,"جيزاكتشا، مراد. ""نشأة وتطور المصرفية الإسلامية الحديثة"". كروسرف، 2011."
التمويل الإسلامي: المبادئ، الأدوات، والنمو العالمي.,https://smarticle.tech/ar/article/islamic-finance-principles-instruments-and-global-growth-202605180423,Finance,"Development, History and Prospects of Islamic Banking",https://doi.org/10.4337/9781849807937.00012,"منور إقبال. ""تطور وتاريخ وآفاق المصرفية الإسلامية"". كروسرف، 2011."
البورصات: بنية السوق الدقيقة، تقييم الأسهم، وأنظمة التداول.,https://smarticle.tech/ar/article/stock-exchanges-market-microstructure-equity-valuation-and-trading-systems-202605180433,Markets,"The Anatomy of Exchange-Alley : Or, a System of Stock-jobbing. Proving That Scandalous Trade, as it is now Carry'd on, to be Knavish in its Private Pr",https://openlibrary.org/works/OL24616690W,"The Anatomy of Exchange-Alley : Or, a System of Stock-jobbing. Proving That Scandalous Trade, as it is now Carry'd on, to be Knavish in its Private Practice, and Treason in its Publick. بقلم Daniel Defoe. (2018). — Gale ECCO, Print Editions. ردمك: 9781385348871"
