Academic Concept,Concept URL,Subcategory,Reference Title,Reference URL,Citation
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Native Apps vs. Progressive Web Apps: A Comparative Analysis of User Experience and Development Costs,https://doi.org/10.2139/ssrn.5042193,"Irfan Samsyudin. ""Native Apps vs. Progressive Web Apps: A Comparative Analysis of User Experience and Development Costs"". crossref, 2025."
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Minimal Computing with Progressive Web Apps,https://doi.org/10.63744/kwth4cgwak6x,"Diaz, Chris. ""Minimal Computing with Progressive Web Apps"". crossref, 2022."
"Modern Web Architecture: Client-Server Models, CDNs, and Progressive Web Apps",https://smarticle.tech/en/article/modern-web-architecture-client-server-models-cdns-and-progressive-web-apps-202605150649,Web Development,Progressive Web Apps vs Responsive Web Apps,https://doi.org/10.48175/ijarsct-5668,"Chavan, R. C., Bhatkar, S. D., & Muley, K. ""Progressive Web Apps vs Responsive Web Apps"". crossref, 2022."
RESTful and GraphQL API Design: Principles and Best Practices,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,RESTful Web APIs: Services for a Changing World,https://archive.org/details/restfulwebapis0000rich,"RESTful Web APIs: Services for a Changing World. by Leonard Richardson, Michael Amundsen, Sam Ruby. (2013). — O'Reilly Media, Incorporated. ISBN: 1449359744"
RESTful and GraphQL API Design: Principles and Best Practices,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,Principles of Web API Design,https://openlibrary.org/works/OL25797025W,"Principles of Web API Design. by James Higginbotham. (2021). — Pearson Education, Limited. ISBN: 9780137355662"
RESTful and GraphQL API Design: Principles and Best Practices,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,"GraphQL: A Comprehensive Analysis of Its Advantages, Challenges, and Best Practices in Modern API Development",https://doi.org/10.55549/epstem.1598445,"Ina PAPADHOPULLI, Hakik PACI. ""GraphQL: A Comprehensive Analysis of Its Advantages, Challenges, and Best Practices in Modern API Development"". crossref, 2024."
RESTful and GraphQL API Design: Principles and Best Practices,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,"Testing GraphQL APIs: Challenges, Tools and Best Practices",https://doi.org/10.48175/ijetir-8011,"Vinaysimha Varma Yadavali. ""Testing GraphQL APIs: Challenges, Tools and Best Practices"". crossref, 2021."
RESTful and GraphQL API Design: Principles and Best Practices,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,"Building Scalable and Efficient GraphQL APIs: Strategies, Optimization, and Best Practices",https://doi.org/10.21428/e90189c8.797cfbf9,"Madupati B., Madupathi S. ""Building Scalable and Efficient GraphQL APIs: Strategies, Optimization, and Best Practices"". crossref, 2025."
RESTful and GraphQL API Design: Principles and Best Practices,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,Enhancing Data Query Flexibility with GraphQL:  Implementation and Best Practices,https://doi.org/10.32996/jcsts.2024.6.2.20,"Nagaraju Thallapally. ""Enhancing Data Query Flexibility with GraphQL: Implementation and Best Practices"". crossref, 2024."
RESTful and GraphQL API Design: Principles and Best Practices,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,Benchmark: REST vs GraphQL vs gRPC Performance,https://doi.org/10.63282/3050-922x.ijeret-v2i2p111,"Kavya Muppaneni, Pavan Kumar Palacharla. ""Benchmark: REST vs GraphQL vs gRPC Performance"". crossref, 2021."
RESTful and GraphQL API Design: Principles and Best Practices,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,Rest vs. GraphQL: Comparative Analysis of API Design Approaches,https://doi.org/10.54660/.ijmrge.2023.4.1.984-991,"Surbhi Kanthed. ""Rest vs. GraphQL: Comparative Analysis of API Design Approaches"". crossref, 2023."
RESTful and GraphQL API Design: Principles and Best Practices,https://smarticle.tech/en/article/restful-and-graphql-api-design-principles-and-best-practices-202605150657,Web Development,Performance Evaluation of REST and GraphQL API Models in Microservices Software Development Domain,https://doi.org/10.5220/0013729900003985,"Mohamed Elghazal, Adel Aneiba, Essa Shahra. ""Performance Evaluation of REST and GraphQL API Models in Microservices Software Development Domain"". crossref, 2025."
Frontend Frameworks: Component-Based UI Development with React and Vue,https://smarticle.tech/en/article/frontend-frameworks-component-based-ui-development-with-react-and-vue-202605150707,Web Development,"Mastering Angular Components: Build component-based user interfaces using Angular, 2nd Edition",https://openlibrary.org/works/OL19542483W,"Mastering Angular Components: Build component-based user interfaces using Angular, 2nd Edition. by Gion Kunz. (2018). — Packt Publishing. ISBN: 9781788293532"
Frontend Frameworks: Component-Based UI Development with React and Vue,https://smarticle.tech/en/article/frontend-frameworks-component-based-ui-development-with-react-and-vue-202605150707,Web Development,Wireframe-based UI Design Search through Image Autoencoder,https://arxiv.org/abs/2103.07085,"Chen, Jieshan et al. ""Wireframe-based UI Design Search through Image Autoencoder"". semantic_scholar_foundational, 2020."
Frontend Frameworks: Component-Based UI Development with React and Vue,https://smarticle.tech/en/article/frontend-frameworks-component-based-ui-development-with-react-and-vue-202605150707,Web Development,MLLM-Based UI2Code Automation Guided by UI Layout Information,https://arxiv.org/abs/2506.10376,"Fan Wu, Cuiyun Gao, Shuqing Li, Xinjie Wen, Qing Liao. ""MLLM-Based UI2Code Automation Guided by UI Layout Information"". semantic_scholar_foundational, 2025."
Frontend Frameworks: Component-Based UI Development with React and Vue,https://smarticle.tech/en/article/frontend-frameworks-component-based-ui-development-with-react-and-vue-202605150707,Web Development,Reliability of Component-Based Systems – A Review,https://doi.org/10.30534/IJATCSE/2019/31822019,"Shivani Yadav, B. Kishan. ""Reliability of Component-Based Systems – A Review"". semantic_scholar_foundational, 2019."
Frontend Frameworks: Component-Based UI Development with React and Vue,https://smarticle.tech/en/article/frontend-frameworks-component-based-ui-development-with-react-and-vue-202605150707,Web Development,Mobile-UI-Repair: a deep learning based UI smell detection technique for mobile user interface,https://doi.org/10.7717/peerj-cs.2028,"Asif Ali, Yuanqing Xia, Qamar Navid, Zohaib Ahmad Khan, Javed Ali Khan, E. Aldakheel, D. S. Khafaga. ""Mobile-UI-Repair: a deep learning based UI smell detection technique for mobile user interface"". semantic_scholar_foundational, 2024."
Frontend Frameworks: Component-Based UI Development with React and Vue,https://smarticle.tech/en/article/frontend-frameworks-component-based-ui-development-with-react-and-vue-202605150707,Web Development,Component-based development of adaptive user interfaces,https://doi.org/10.1145/3319499.3328229,"Enes Yigitbas et al. ""Component-based development of adaptive user interfaces"". semantic_scholar_foundational, 2019."
Frontend Frameworks: Component-Based UI Development with React and Vue,https://smarticle.tech/en/article/frontend-frameworks-component-based-ui-development-with-react-and-vue-202605150707,Web Development,EfficientUICoder: Efficient MLLM-based UI Code Generation via Input and Output Token Compression,https://arxiv.org/abs/2509.12159,"Jingyu Xiao et al. ""EfficientUICoder: Efficient MLLM-based UI Code Generation via Input and Output Token Compression"". semantic_scholar_foundational, 2025."
Frontend Frameworks: Component-Based UI Development with React and Vue,https://smarticle.tech/en/article/frontend-frameworks-component-based-ui-development-with-react-and-vue-202605150707,Web Development,Efficient and Aesthetic UI Design with a Deep Learning-Based Interface Generation Tree Algorithm,https://arxiv.org/abs/2410.17586,"Shiyu Duan, Runsheng Zhang, Mengmeng Chen, Ziyi Wang, Shixiao Wang. ""Efficient and Aesthetic UI Design with a Deep Learning-Based Interface Generation Tree Algorithm"". semantic_scholar_foundational, 2024."
Frontend Frameworks: Component-Based UI Development with React and Vue,https://smarticle.tech/en/article/frontend-frameworks-component-based-ui-development-with-react-and-vue-202605150707,Web Development,WebVIA: A Web-based Vision-Language Agentic Framework for Interactive and Verifiable UI-to-Code Generation,https://arxiv.org/abs/2511.06251,"Xu, Mingde et al. ""WebVIA: A Web-based Vision-Language Agentic Framework for Interactive and Verifiable UI-to-Code Generation"". semantic_scholar_foundational, 2025."
"Relational Database Management Systems: SQL, Normalization, and Transactions",https://smarticle.tech/en/article/relational-database-management-systems-sql-normalization-and-transactions-202605150716,Databases,Joe Celko's SQL for Smarties,https://archive.org/details/joecelkossqlfors0000celk,Joe Celko's SQL for Smarties. by Joe Celko. (1995). — Morgan Kaufmann Publishers. ISBN: 012800830X
"Relational Database Management Systems: SQL, Normalization, and Transactions",https://smarticle.tech/en/article/relational-database-management-systems-sql-normalization-and-transactions-202605150716,Databases,Theory and practice of relational databases,https://openlibrary.org/works/OL13525650W,"Theory and practice of relational databases. by Stefan Stanczyk, Stefan Stanczyk, Bob Champion. (1990). — Taylor & Francis. ISBN: 9781351988346"
"Relational Database Management Systems: SQL, Normalization, and Transactions",https://smarticle.tech/en/article/relational-database-management-systems-sql-normalization-and-transactions-202605150716,Databases,Business database technology,https://openlibrary.org/works/OL23321120W,Business database technology. by Shouhong Wang. (2014). — Universal Publishers. ISBN: 162734389X
"Relational Database Management Systems: SQL, Normalization, and Transactions",https://smarticle.tech/en/article/relational-database-management-systems-sql-normalization-and-transactions-202605150716,Databases,Introduction to Relational Databases,https://openlibrary.org/works/OL9257142M,"Introduction to Relational Databases. by Christopher Allen, Catherine Creary, Simon Chatwin. (2003). — McGraw-Hill Osborne Media. ISBN: 9780072229240"
"Relational Database Management Systems: SQL, Normalization, and Transactions",https://smarticle.tech/en/article/relational-database-management-systems-sql-normalization-and-transactions-202605150716,Databases,"Advances in Computers, Volume 49 (Advances in Computers)",https://archive.org/details/webtechnology00bsma,"Advances in Computers, Volume 49 (Advances in Computers). by Marvin V. Zelkowitz, Marshall C. Yovits. (1995). — Academic Press. ISBN: 9780080526652"
"Relational Database Management Systems: SQL, Normalization, and Transactions",https://smarticle.tech/en/article/relational-database-management-systems-sql-normalization-and-transactions-202605150716,Databases,Information Processing and Management of Uncertainty in Knowledge-Based Systems,https://archive.org/details/informationproce0002inte,"Information Processing and Management of Uncertainty in Knowledge-Based Systems. by Joao Paulo Carvalho, Marie-Jeanne Lesot, Uzay Kaymak. (2016). — Springer International Publishing AG. ISBN: 9783319405964"
"Relational Database Management Systems: SQL, Normalization, and Transactions",https://smarticle.tech/en/article/relational-database-management-systems-sql-normalization-and-transactions-202605150716,Databases,Introducing SQL and Relational Databases,https://doi.org/10.1007/978-1-4842-3841-7,"Allen Taylor. ""Introducing SQL and Relational Databases"". crossref, 2019."
"Relational Database Management Systems: SQL, Normalization, and Transactions",https://smarticle.tech/en/article/relational-database-management-systems-sql-normalization-and-transactions-202605150716,Databases,"SQL, An International Standard Database Language",https://doi.org/10.1007/978-1-4842-3841-7_1,"Allen Taylor. ""SQL, An International Standard Database Language"". crossref, 2019."
"Relational Database Management Systems: SQL, Normalization, and Transactions",https://smarticle.tech/en/article/relational-database-management-systems-sql-normalization-and-transactions-202605150716,Databases,Introduction to SQL and Relational Databases,https://doi.org/10.1201/9781315101873-1,"Preston Zhang. ""Introduction to SQL and Relational Databases"". crossref, 2017."
"Relational Database Management Systems: SQL, Normalization, and Transactions",https://smarticle.tech/en/article/relational-database-management-systems-sql-normalization-and-transactions-202605150716,Databases,The relational database model,https://doi.org/10.1007/978-1-349-11552-5_13,"Elizabeth Lynch. ""The relational database model"". crossref, 1990."
"NoSQL and Distributed Databases: CAP Theorem, Consistency, and Scalability",https://smarticle.tech/en/article/nosql-and-distributed-databases-cap-theorem-consistency-and-scalability-202605150723,Databases,"Advances in Computers, Volume 49 (Advances in Computers)",https://archive.org/details/webtechnology00bsma,"Advances in Computers, Volume 49 (Advances in Computers). by Marvin V. Zelkowitz, Marshall C. Yovits. (1995). — Elsevier. ISBN: 9780080524405"
"NoSQL and Distributed Databases: CAP Theorem, Consistency, and Scalability",https://smarticle.tech/en/article/nosql-and-distributed-databases-cap-theorem-consistency-and-scalability-202605150723,Databases,Hadoop,https://archive.org/details/hadoopdefinitive0000whit,"Hadoop. by Tom White, Tom White. (2009). — O'Reilly Media, Inc. ISBN: 9781491901717"
"NoSQL and Distributed Databases: CAP Theorem, Consistency, and Scalability",https://smarticle.tech/en/article/nosql-and-distributed-databases-cap-theorem-consistency-and-scalability-202605150723,Databases,Advanced Data Management,https://openlibrary.org/works/OL20667921W,Advanced Data Management. by Lena Wiese. (2015). — De Gruyter. ISBN: 9783110433074
"NoSQL and Distributed Databases: CAP Theorem, Consistency, and Scalability",https://smarticle.tech/en/article/nosql-and-distributed-databases-cap-theorem-consistency-and-scalability-202605150723,Databases,A Critique of the CAP Theorem,https://arxiv.org/abs/1509.05393,"Martin Kleppmann. ""A Critique of the CAP Theorem"". semantic_scholar_foundational, 2015."
"NoSQL and Distributed Databases: CAP Theorem, Consistency, and Scalability",https://smarticle.tech/en/article/nosql-and-distributed-databases-cap-theorem-consistency-and-scalability-202605150723,Databases,Quantifying and Generalizing the CAP Theorem,https://arxiv.org/abs/2109.07771,"Edward A. Lee, S. Bateni, S. Lin, Marten Lohstroh, Christian Menard. ""Quantifying and Generalizing the CAP Theorem"". semantic_scholar_foundational, 2021."
"NoSQL and Distributed Databases: CAP Theorem, Consistency, and Scalability",https://smarticle.tech/en/article/nosql-and-distributed-databases-cap-theorem-consistency-and-scalability-202605150723,Databases,Checking causal consistency of distributed databases,https://arxiv.org/abs/2011.09753,"Rachid Zennou, Ranadeep Biswas, A. Bouajjani, C. Enea, M. Erradi. ""Checking causal consistency of distributed databases"". semantic_scholar_foundational, 2019."
"NoSQL and Distributed Databases: CAP Theorem, Consistency, and Scalability",https://smarticle.tech/en/article/nosql-and-distributed-databases-cap-theorem-consistency-and-scalability-202605150723,Databases,"Native Distributed Databases: Problems, Challenges and Opportunities",https://doi.org/10.14778/3685800.3685839,"Quanqing Xu, Chuanhui Yang, Aoying Zhou. ""Native Distributed Databases: Problems, Challenges and Opportunities"". semantic_scholar_foundational, 2024."
"NoSQL and Distributed Databases: CAP Theorem, Consistency, and Scalability",https://smarticle.tech/en/article/nosql-and-distributed-databases-cap-theorem-consistency-and-scalability-202605150723,Databases,Consistency issue and related trade-offs in distributed replicated systems and databases: a review,https://doi.org/10.32620/reks.2023.2.14,"Ahmed J., Karpenko A., Tarasyuk O., Gorbenko A., Sheikh-Akbari A. ""Consistency issue and related trade-offs in distributed replicated systems and databases: a review"". semantic_scholar_foundational, 2023."
"NoSQL and Distributed Databases: CAP Theorem, Consistency, and Scalability",https://smarticle.tech/en/article/nosql-and-distributed-databases-cap-theorem-consistency-and-scalability-202605150723,Databases,A Review of Polyglot Persistence in the Big Data World,https://doi.org/10.3390/INFO10040141,"P. P. Khine, Zhaoshun Wang. ""A Review of Polyglot Persistence in the Big Data World"". semantic_scholar_foundational, 2019."
"NoSQL and Distributed Databases: CAP Theorem, Consistency, and Scalability",https://smarticle.tech/en/article/nosql-and-distributed-databases-cap-theorem-consistency-and-scalability-202605150723,Databases,Core Data-Management Strategies during Migration to Serverless Aurora Databases,https://doi.org/10.37547/tajas/volume07issue08-13,"Mykhaylo Kurtikov. ""Core Data-Management Strategies during Migration to Serverless Aurora Databases"". semantic_scholar_foundational, 2025."
Vector Databases and Semantic Search for AI Applications,https://smarticle.tech/en/article/vector-databases-and-semantic-search-for-ai-applications-202605150731,Databases,Starling: An I/O-Efficient Disk-Resident Graph Index Framework for High-Dimensional Vector Similarity Search on Data Segment,https://arxiv.org/abs/2401.02116,"Mengzhao Wang et al. ""Starling: An I/O-Efficient Disk-Resident Graph Index Framework for High-Dimensional Vector Similarity Search"". semantic_scholar_foundational, 2024."
