Academic Concept (EN),Academic Concept (AR),Concept URL (EN),Concept URL (AR),Subcategory,Reference Title,Reference URL,Citation (EN),Citation (AR)
"Innovation Management: Disruptive Innovation, R&D Strategy, and Open Innovation",إدارة الابتكار: الابتكار التخريبي، استراتيجية البحث والتطوير، والابتكار المفتوح.,https://smarticle.tech/en/article/innovation-management-disruptive-innovation-r-d-strategy-and-open-innovatio-202605130636,https://smarticle.tech/ar/article/innovation-management-disruptive-innovation-r-d-strategy-and-open-innovatio-202605130636,Entrepreneurship,NASA/DoD aerospace knowledge diffusion research project,https://openlibrary.org/works/OL8894965W,"NASA/DoD aerospace knowledge diffusion research project. by Thomas E. Pinelli. (1990). — National Technical Information Service, distributor","NASA/DoD aerospace knowledge diffusion research project. بقلم Thomas E. Pinelli. (1990). — National Technical Information Service, distributor"
"Innovation Management: Disruptive Innovation, R&D Strategy, and Open Innovation",إدارة الابتكار: الابتكار التخريبي، استراتيجية البحث والتطوير، والابتكار المفتوح.,https://smarticle.tech/en/article/innovation-management-disruptive-innovation-r-d-strategy-and-open-innovatio-202605130636,https://smarticle.tech/ar/article/innovation-management-disruptive-innovation-r-d-strategy-and-open-innovatio-202605130636,Entrepreneurship,Managing Organizations,https://archive.org/details/managingorganiza0000cleg_t5s4,"Managing Organizations. by Stewart R. Clegg, Cynthia Hardy, Walter R. Nord. (1999). — SAGE Publications, Limited. ISBN: 9781529763881","Managing Organizations. بقلم Stewart R. Clegg، Cynthia Hardy، Walter R. Nord. (1999). — SAGE Publications, Limited. ردمك: 9781529763881"
Entrepreneurial Strategy: Business Model Design and Competitive Positioning,استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/en/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,Global entrepreneurship,https://archive.org/details/globalentreprene0000kshe,Global entrepreneurship. by Nir Kshetri. (2014). — Routledge. ISBN: 1315795604,Global entrepreneurship. بقلم Nir Kshetri. (2014). — Routledge. ردمك: 1315795604
Entrepreneurial Strategy: Business Model Design and Competitive Positioning,استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/en/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,The Entrepreneurial Society,https://openlibrary.org/works/OL20822495W,"The Entrepreneurial Society. by Niklas Elert, Magnus Henrekson, Mark Sanders. (2019). — Springer Nature. ISBN: 3662610094",The Entrepreneurial Society. بقلم Niklas Elert، Magnus Henrekson، Mark Sanders. (2019). — Springer Nature. ردمك: 3662610094
Entrepreneurial Strategy: Business Model Design and Competitive Positioning,استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/en/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,Multi Business Model Innovation Approach,https://openlibrary.org/works/OL21161693W,Multi Business Model Innovation Approach. by Peter Lindgren. (2018). — River Publishers. ISBN: 9781003339755,Multi Business Model Innovation Approach. بقلم Peter Lindgren. (2018). — River Publishers. ردمك: 9781003339755
Entrepreneurial Strategy: Business Model Design and Competitive Positioning,استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/en/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,Strategy formulation in entrepreneurial firms,https://openlibrary.org/works/OL9491533W,Strategy formulation in entrepreneurial firms. by Azhdar Karami. (2007). — Ashgate Publishing. ISBN: 9781317049319,Strategy formulation in entrepreneurial firms. بقلم Azhdar Karami. (2007). — Ashgate Publishing. ردمك: 9781317049319
Entrepreneurial Strategy: Business Model Design and Competitive Positioning,استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/en/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,Entrepreneurship as strategy,https://archive.org/details/entrepreneurship0000unse_o9u5,"Entrepreneurship as strategy. by G. Dale Meyer, Kurt Allen Heppard. (2000). — Sage Publications. ISBN: 076191580X",Entrepreneurship as strategy. بقلم G. Dale Meyer، Kurt Allen Heppard. (2000). — Sage Publications. ردمك: 076191580X
Entrepreneurial Strategy: Business Model Design and Competitive Positioning,استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/en/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,The entrepreneurial strategy matrix: A model for new and ongoing ventures,https://doi.org/10.1016/s0007-6813(97)90055-0,"Sonfield, Matthew C., and Robert N. Lussier. ""The entrepreneurial strategy matrix: A model for new and ongoing ventures"". *crossref*, 1997.","سونفيلد، ماثيو سي، وروبرت إن. لوسير. ""مصفوفة الاستراتيجية الريادية: نموذج للمشاريع الجديدة والمستمرّة"". *كروسرف*، 1997."
Entrepreneurial Strategy: Business Model Design and Competitive Positioning,استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/en/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,Competitive strategy: dynamics of positioning,https://doi.org/10.4324/9780080503349-18,"S MATHUR. ""Competitive strategy: dynamics of positioning"". crossref, 2001.","إس. ماثور. ""الاستراتيجية التنافسية: ديناميكيات التمركز"". *كروسرف*، 2001."
Entrepreneurial Strategy: Business Model Design and Competitive Positioning,استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/en/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,Understanding Competitive Positioning and Strategy,https://doi.org/10.1016/b978-0-7506-5363-3.50009-1,"S MATHUR. ""Understanding Competitive Positioning and Strategy"". crossref, 2001.","إس. ماثور. ""فهم التمركز الاستراتيجي والاستراتيجية"". *كروسرف*، 2001."
Entrepreneurial Strategy: Business Model Design and Competitive Positioning,استراتيجية ريادية: تصميم نموذج الأعمال وتحديد الموقع التنافسي.,https://smarticle.tech/en/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,https://smarticle.tech/ar/article/entrepreneurial-strategy-business-model-design-and-competitive-positioning-202605150317,Entrepreneurship,"Strategy, Industry Competitive Forces and Positioning",https://doi.org/10.4135/9781036231224.n2,"Strategy, Industry Competitive Forces and Positioning. *crossref*, 2023.",الاستراتيجية، قوى التنافس الصناعي، والتمركز. *كروسرف*، 2023.
"International Trade: Theory, Trade Agreements, and the WTO Framework",التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,Introduction to International Economics,https://archive.org/details/introductiontoin0000salv,Introduction to International Economics. by Dominick Salvatore. (2004). — John Wiley [distributor]. ISBN: 0471202266,Introduction to International Economics. بقلم Dominick Salvatore. (2004). — John Wiley [distributor]. ردمك: 0471202266
"International Trade: Theory, Trade Agreements, and the WTO Framework",التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,International institutions and Asian development,https://openlibrary.org/works/OL16113428W,International institutions and Asian development. by Shiro Armstrong. (2011). — Routledge. ISBN: 9780415497541,International institutions and Asian development. بقلم Shiro Armstrong. (2011). — Routledge. ردمك: 9780415497541
"International Trade: Theory, Trade Agreements, and the WTO Framework",التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,Trade Imbalance,https://openlibrary.org/works/OL15328293W,"Trade Imbalance. by Susan A. Aaronson, Susan Ariel Aaronson, Jamie M. Zimmerman. (2007). — Cambridge. ISBN: 9780511464805",Trade Imbalance. بقلم Susan A. Aaronson، Susan Ariel Aaronson، Jamie M. Zimmerman. (2007). — Cambridge. ردمك: 9780511464805
"International Trade: Theory, Trade Agreements, and the WTO Framework",التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,International Trade and Trade Theory,https://doi.org/10.1007/978-3-540-78265-0_1,"International Trade and Trade Theory. ""International Trade and Trade Theory"". *crossref*, 2008.","International Trade and Trade Theory. ""International Trade and Trade Theory"". *crossref*, 2008."
"International Trade: Theory, Trade Agreements, and the WTO Framework",التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,"Conceptual Foundations from Trade, Multinational Firms, and Foreign Direct Investment Theory",https://doi.org/10.1201/9780429037597-6,"Ethier, Wilfred J. ""Conceptual Foundations from Trade, Multinational Firms, and Foreign Direct Investment Theory"". crossref, 2019.","Ethier, Wilfred J. ""Conceptual Foundations from Trade, Multinational Firms, and Foreign Direct Investment Theory"". crossref, 2019."
"International Trade: Theory, Trade Agreements, and the WTO Framework",التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,69The logical (and moral) foundations of unequal exchange trade theory,https://doi.org/10.4324/9781315723129-6,"69The logical (and moral) foundations of unequal exchange trade theory"". *crossref*, 2015.","69The logical (and moral) foundations of unequal exchange trade theory"". *crossref*, 2015."
"International Trade: Theory, Trade Agreements, and the WTO Framework",التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,Classical International Trade Theories,https://doi.org/10.1007/978-3-540-78265-0_2,"Classical International Trade Theories. ""Classical International Trade Theories"". *crossref*, 2008.","Classical International Trade Theories. ""Classical International Trade Theories"". *crossref*, 2008."
"International Trade: Theory, Trade Agreements, and the WTO Framework",التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,The national dimension to interpretation in the framework of the WTO,https://doi.org/10.1017/cbo9781107337992.006,"World Trade Organization. ""The national dimension to interpretation in the framework of the WTO"". crossref, 2006.","World Trade Organization. ""The national dimension to interpretation in the framework of the WTO"". crossref, 2006."
"International Trade: Theory, Trade Agreements, and the WTO Framework",التجارة الدولية: النظرية، اتفاقيات التجارة، وإطار عمل منظمة التجارة العالمية.,https://smarticle.tech/en/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,https://smarticle.tech/ar/article/international-trade-theory-trade-agreements-and-the-wto-framework-202605150325,Commerce,A multilateral framework on investment in the WTO: is there a case for it?,https://doi.org/10.5040/9781350222014.ch-007,"World Trade Organization. ""A multilateral framework on investment in the WTO: is there a case for it?"". crossref, 2003.","World Trade Organization. ""A multilateral framework on investment in the WTO: is there a case for it?"". crossref, 2003."
"Global Supply Chain Management: Logistics, Risk, and Resilience",إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Supply Chain Risk Management,https://openlibrary.org/works/OL21150109W,Supply Chain Risk Management. by John Manners-Bell. (2017). — Kogan Page. ISBN: 0749480165,Supply Chain Risk Management. بقلم John Manners-Bell. (2017). — Kogan Page. ردمك: 0749480165
"Global Supply Chain Management: Logistics, Risk, and Resilience",إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Political Risk Management for the Global Supply Chain,https://openlibrary.org/works/OL25315307W,Political Risk Management for the Global Supply Chain. by Ralph L. Kliem. (2021). — Taylor & Francis Group. ISBN: 1000422313,Political Risk Management for the Global Supply Chain. بقلم Ralph L. Kliem. (2021). — Taylor & Francis Group. ردمك: 1000422313
"Global Supply Chain Management: Logistics, Risk, and Resilience",إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Promoting Logistics and Supply Chain Resilience Through Digital Transformation,https://openlibrary.org/works/OL28429089W,Promoting Logistics and Supply Chain Resilience Through Digital Transformation. by Ilyas Masudin. (2022). — IGI Global. ISBN: 1668458861,Promoting Logistics and Supply Chain Resilience Through Digital Transformation. بقلم Ilyas Masudin. (2022). — IGI Global. ردمك: 1668458861
"Global Supply Chain Management: Logistics, Risk, and Resilience",إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Managing Risk of Supply Chain Disruptions,https://openlibrary.org/works/OL21261041W,"Managing Risk of Supply Chain Disruptions. by Tong Shu, Shou Chen, Kin Keung Lai. (2014). — Routledge. ISBN: 131577691X",Managing Risk of Supply Chain Disruptions. بقلم Tong Shu، Shou Chen، Kin Keung Lai. (2014). — Routledge. ردمك: 131577691X
"Global Supply Chain Management: Logistics, Risk, and Resilience",إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Risk Management in Supply Chains,https://openlibrary.org/works/OL25325025W,"Risk Management in Supply Chains. by Mohammad Heydari, Kin Keung Lai, Xiaohu Zhou. (2019). — Taylor & Francis Group. ISBN: 9781000707557",Risk Management in Supply Chains. بقلم Mohammad Heydari، Kin Keung Lai، Xiaohu Zhou. (2019). — Taylor & Francis Group. ردمك: 9781000707557
"Global Supply Chain Management: Logistics, Risk, and Resilience",إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Handbook of integrated risk management in global supply chains,https://archive.org/details/handbookintegrat00kouv,Handbook of integrated risk management in global supply chains. by Panos Kouvelis. (2011). — Wiley. ISBN: 1118115791,Handbook of integrated risk management in global supply chains. بقلم Panos Kouvelis. (2011). — Wiley. ردمك: 1118115791
"Global Supply Chain Management: Logistics, Risk, and Resilience",إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,X-SCM,https://openlibrary.org/works/OL15571025W,X-SCM. by Lisa H. Harrington. (2010). — Routledge. ISBN: 9781136932670,X-SCM. بقلم Lisa H. Harrington. (2010). — Routledge. ردمك: 9781136932670
"Global Supply Chain Management: Logistics, Risk, and Resilience",إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Supply Chain Risk,https://openlibrary.org/works/OL8477764W,Supply Chain Risk. by Clare Brindley. (2004). — Ashgate Publishing. ISBN: 9781351896894,Supply Chain Risk. بقلم Clare Brindley. (2004). — Ashgate Publishing. ردمك: 9781351896894
"Global Supply Chain Management: Logistics, Risk, and Resilience",إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Why global supply chain management is also total supply chain management,https://doi.org/10.4324/9781003341352-3,"Basu, Ron. ""Why global supply chain management is also total supply chain management"". crossref, 2023.","باسو، رون. ""لماذا إدارة سلسلة التوريد العالمية هي أيضاً إدارة سلسلة التوريد الكاملة"". كروسريف، 2023."
"Global Supply Chain Management: Logistics, Risk, and Resilience",إدارة سلسلة التوريد العالمية: اللوجستيات، المخاطر، والمرونة.,https://smarticle.tech/en/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,https://smarticle.tech/ar/article/global-supply-chain-management-logistics-risk-and-resilience-202605150334,Commerce,Contemporary global challenges in supply chain management,https://doi.org/10.4324/9781003341352-5,"Ron Basu. ""Contemporary global challenges in supply chain management"". crossref, 2023.","رون باسو. ""التحديات العالمية المعاصرة في إدارة سلسلة التوريد"". كروسريف، 2023."
"E-Commerce: Digital Business Models, Payments, and Platform Economics",التجارة الإلكترونية: نماذج الأعمال الرقمية، المدفوعات، واقتصاديات المنصات.,https://smarticle.tech/en/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,https://smarticle.tech/ar/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,E-commerce and v-business,https://openlibrary.org/works/OL19806927W,E-commerce and v-business. by Stuart Barnes. (2007). — Butterworth-Heinemann. ISBN: 9781136409004,E-commerce and v-business. بقلم Stuart Barnes. (2007). — Butterworth-Heinemann. ردمك: 9781136409004
"E-Commerce: Digital Business Models, Payments, and Platform Economics",التجارة الإلكترونية: نماذج الأعمال الرقمية، المدفوعات، واقتصاديات المنصات.,https://smarticle.tech/en/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,https://smarticle.tech/ar/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,Digital Business and Electronic Commerce,https://openlibrary.org/works/OL27404698W,Digital Business and Electronic Commerce. by Bernd W. Wirtz. (2021). — Springer International Publishing AG. ISBN: 3030634817,Digital Business and Electronic Commerce. بقلم Bernd W. Wirtz. (2021). — Springer International Publishing AG. ردمك: 3030634817
"E-Commerce: Digital Business Models, Payments, and Platform Economics",التجارة الإلكترونية: نماذج الأعمال الرقمية، المدفوعات، واقتصاديات المنصات.,https://smarticle.tech/en/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,https://smarticle.tech/ar/article/e-commerce-digital-business-models-payments-and-platform-economics-202605150344,Commerce,"Consumer-driven e-commerce: A literature review, design framework, and research agenda on last-mile logistics models",https://doi.org/10.1108/IJPDLM-02-2017-0081,"S. Lim, Xin Jin, J. Srai. ""Consumer-driven e-commerce: A literature review, design framework, and research agenda on last-mile logistics models"". semantic_scholar_foundational, .","S. Lim, Xin Jin, J. Srai. ""Consumer-driven e-commerce: A literature review, design framework, and research agenda on last-mile logistics models"". semantic_scholar_foundational, ."
