Academic Concept,Concept URL,Subcategory,Reference Title,Reference URL,Citation
"Political Geography: National Borders, Territory, and Sovereignty",https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,Identifying the ‘Outsider’: An Assessment of Foreigner Tribunals in the Indian State of Assam,https://doi.org/10.35715/scr2001.117,"Rahman, T. A. ""Identifying the ‘Outsider’: An Assessment of Foreigner Tribunals in the Indian State of Assam"". semantic_scholar_foundational, 2020."
"Political Geography: National Borders, Territory, and Sovereignty",https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,From impact refugees to deterritorialized states: Foresighting extreme legal-policy cases in asteroid impact scenarios,https://arxiv.org/abs/2111.13643,"Elisa Simão-Soler, E. Peña-Asensio. ""From impact refugees to deterritorialized states: Foresighting extreme legal-policy cases in asteroid impact scenarios"". semantic_scholar_foundational, 2021."
"Political Geography: National Borders, Territory, and Sovereignty",https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,DIVIDING THE ARCTIC. ON THE ISSUE OF THE RUSSIAN ARCTIC BOUNDARIES,https://doi.org/10.28995/2073-6339-2023-4-58-68,"Gomelauri, A. ""DIVIDING THE ARCTIC. ON THE ISSUE OF THE RUSSIAN ARCTIC BOUNDARIES"". semantic_scholar_foundational, 2023."
"Political Geography: National Borders, Territory, and Sovereignty",https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,On the Borderline – Using National and International Legal Frameworks to Address the Traffic of Pre-Columbian Antiquities between Mexico and the Unite,https://doi.org/10.4467/2450050xsnr.21.018.15263,"Quiñones Vilá, Claudia S. ""On the Borderline – Using National and International Legal Frameworks to Address the Traffic of Pre-Columbian Antiquities between Mexico and the United States"". semantic_scholar_foundational, 2021."
"Political Geography: National Borders, Territory, and Sovereignty",https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,Features of legal differentiation of the border sphere in Ukraine,https://doi.org/10.54103/2464-8914/21918,"Tyshchuk, Viktor Volodymyrovych. ""Features of legal differentiation of the border sphere in Ukraine"". semantic_scholar_foundational, 2023."
"Political Geography: National Borders, Territory, and Sovereignty",https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,Memoirs of a Revolutionist,https://archive.org/details/memoirsofrevolut0000unse_t6f5,Memoirs of a Revolutionist. by Peter Kropotkin. (1899). — Horizon Press. ISBN: 0921689187
"Political Geography: National Borders, Territory, and Sovereignty",https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,Description of Greece,https://archive.org/details/descriptionofgre05paus_0,"Description of Greece. by Pausanias, Jean Pouilloux, James George Frazer. (1613). — Ekdotikē Athēnōn. ISBN: 9788804474098"
"Political Geography: National Borders, Territory, and Sovereignty",https://smarticle.tech/en/article/political-geography-national-borders-territory-and-sovereignty-202605140937,Countries,Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei,https://openlibrary.org/works/OL33207850W,Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei. by Kokuritsu Kokkai Toshokan (Japan). (1991). — Maruzen kabushiki Kaisha
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Capitalism in Contemporary Iran,https://openlibrary.org/works/OL37567148W,Capitalism in Contemporary Iran. by Kayhan Valadbaygi. (2024). — Manchester University Press. ISBN: 9781526161772
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Living by the Gun in Chad,https://openlibrary.org/works/OL26744358W,"Living by the Gun in Chad. by Marielle Debos, Andrew Brown. (2016). — Zed Books, Limited. ISBN: 1783605332"
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,State Formation and Territoriality in the European Union,https://doi.org/10.1080/714000979,"Heeg, S., Ossenbrügge, J. ""State Formation and Territoriality in the European Union"". crossref, 2002."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Ethnic Enclavisation and State Formation In Kosovo,https://doi.org/10.1080/14650040903500890,"Dahlman, Carl T., and Trent Williams. ""Ethnic Enclavisation and State Formation In Kosovo"". *crossref*, 2010."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,The Cartographic Production of Territorial Space: Mapping and State Formation in Early Modern Denmark,https://doi.org/10.1080/14650040801991639,"Strandsbjerg, Jeppe. ""The Cartographic Production of Territorial Space: Mapping and State Formation in Early Modern Denmark"". crossref, 2008."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Empire and State Formation,https://doi.org/10.1093/obo/9780199730414-0020,"Desbarats, Catherine. ""Empire and State Formation"". *crossref*, 2012."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,A Theory of Latecomer State Formation,https://doi.org/10.12987/yale/9780300248951.003.0002,"Mazzuca, Sebastián. ""A Theory of Latecomer State Formation"". *crossref*, 2021."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,History of theoretical thought on inter-state relations and the formation of “International Relations” as an academic discipline,https://doi.org/10.2307/j.ctvdf09vd.4,"""History of theoretical thought on inter-state relations and the formation of “International Relations” as an academic discipline"". crossref, 2013."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Religion and state formation,https://doi.org/10.4324/9780203126943-7,"Religion and state formation. ""Religion and state formation"". crossref, 2013."
"State Formation and Geopolitics: Why States Rise, Fail, and Reform",https://smarticle.tech/en/article/state-formation-and-geopolitics-why-states-rise-fail-and-reform-202605140945,Countries,Ancient History of Korea from the perspective of Archaeology: Theory of State Formation and the Ancient History of the Korean Peninsula,https://doi.org/10.37331/jkah.2023.6.110.59,"dae hwan Kim. ""Ancient History of Korea from the perspective of Archaeology: Theory of State Formation and the Ancient History of the Korean Peninsula"". crossref, 2023."
"Human Geography: Population Distribution, Migration, and Urbanisation",https://smarticle.tech/en/article/human-geography-population-distribution-migration-and-urbanisation-202605140953,Countries,Cosmos,https://archive.org/details/cosmossurveyofge00humbrich,Cosmos. by Alexander von Humboldt. (1845). — Johns Hopkins Press. ISBN: 9781432613310
"Human Geography: Population Distribution, Migration, and Urbanisation",https://smarticle.tech/en/article/human-geography-population-distribution-migration-and-urbanisation-202605140953,Countries,Geography made easy,https://archive.org/details/cihm_52689,"Geography made easy. by Jedidiah Morse. (1784). — Meigs, Bowen & Dana. ISBN: 9780665470035"
"Human Geography: Population Distribution, Migration, and Urbanisation",https://smarticle.tech/en/article/human-geography-population-distribution-migration-and-urbanisation-202605140953,Countries,Essai politique sur le royaume de la Nouvelle-Espagne,https://archive.org/details/cihm_18544,Essai politique sur le royaume de la Nouvelle-Espagne. by Alexander von Humboldt. (1811). — University of Kentucky Library. ISBN: 0665457413
"Human Geography: Population Distribution, Migration, and Urbanisation",https://smarticle.tech/en/article/human-geography-population-distribution-migration-and-urbanisation-202605140953,Countries,The American gazetteer,https://archive.org/details/cihm_28833,The American gazetteer. by Jedidiah Morse. (1797). — Arno Press. ISBN: 9780665418969
"Human Geography: Population Distribution, Migration, and Urbanisation",https://smarticle.tech/en/article/human-geography-population-distribution-migration-and-urbanisation-202605140953,Countries,The Cultural Landscape,https://archive.org/details/culturallandscap00rube_0,The Cultural Landscape. by James M. Rubenstein. (1983). — West Pub. Co.. ISBN: 013243573X
"Human Geography: Population Distribution, Migration, and Urbanisation",https://smarticle.tech/en/article/human-geography-population-distribution-migration-and-urbanisation-202605140953,Countries,Unequal migration and urbanisation gains in China,https://doi.org/10.1016/J.JDEVECO.2019.01.009,"P. Combes, P. Combes, S. Démurger, Shi Li, Jianguo Wang. ""Unequal migration and urbanisation gains in China"". semantic_scholar_foundational, 2020."
"Human Geography: Population Distribution, Migration, and Urbanisation",https://smarticle.tech/en/article/human-geography-population-distribution-migration-and-urbanisation-202605140953,Countries,"Impact of Internal Migration on Population Redistribution in Europe: Urbanisation, Counterurbanisation or Spatial Equilibrium?",https://arxiv.org/abs/1911.03795,"Rowe, Francisco, M. Bell, Aude Bernard, E. Charles‐Edwards, P. Ueffing. ""Impact of Internal Migration on Population Redistribution in Europe: Urbanisation, Counterurbanisation or Spatial Equilibrium?"". semantic_scholar_foundational, 2019."
"Human Geography: Population Distribution, Migration, and Urbanisation",https://smarticle.tech/en/article/human-geography-population-distribution-migration-and-urbanisation-202605140953,Countries,Did the pandemic bring new features to counter-urbanisation? Evidence from Estonia,https://doi.org/10.1016/j.jrurstud.2022.12.012,"T. Tammaru, Jaak Kliimask, Kadi Kalm, Jānis Zālīte. ""Did the pandemic bring new features to counter-urbanisation? Evidence from Estonia"". Journal of Rural Studies, 2022."
"Human Geography: Population Distribution, Migration, and Urbanisation",https://smarticle.tech/en/article/human-geography-population-distribution-migration-and-urbanisation-202605140953,Countries,‘Hyper’-Urbanisation and migration: A security threat,https://doi.org/10.1016/j.cities.2020.102965,"Soumya Awasthi. ""‘Hyper’-Urbanisation and migration: A security threat"". semantic_scholar_foundational, ."
"Human Geography: Population Distribution, Migration, and Urbanisation",https://smarticle.tech/en/article/human-geography-population-distribution-migration-and-urbanisation-202605140953,Countries,Exploring the nexus between migration and urbanisation in the Southern Africa region,https://doi.org/10.20525/ijrbs.v12i10.3114,"Chisasa, Joseph and Khumalo, Prudence. ""Exploring the nexus between migration and urbanisation in the Southern Africa region"". *semantic_scholar_foundational*, 2023."
Urban Geography: The Structure and Growth of Metropolitan Areas,https://smarticle.tech/en/article/urban-geography-the-structure-and-growth-of-metropolitan-areas-202605141001,Cities,Urban Geography,https://openlibrary.org/works/OL21313878W,"Urban Geography. by Tim Hall, Heather Barrett. (2000). — Routledge. ISBN: 0203438450"
Urban Geography: The Structure and Growth of Metropolitan Areas,https://smarticle.tech/en/article/urban-geography-the-structure-and-growth-of-metropolitan-areas-202605141001,Cities,Urban Regeneration in the UK,https://archive.org/details/urbanregeneratio0000tall_d7s9,Urban Regeneration in the UK. by Andrew Tallon. (2009). — Taylor & Francis Group. ISBN: 9781351030304
Urban Geography: The Structure and Growth of Metropolitan Areas,https://smarticle.tech/en/article/urban-geography-the-structure-and-growth-of-metropolitan-areas-202605141001,Cities,The sustainable urban development reader,https://archive.org/details/sustainableurban0000unse_o1r8,"The sustainable urban development reader. by Stephen Wheeler, Timothy Beatley, Stephen M. Wheeler. (2004). — Routledge. ISBN: 9780415707756"
Urban Geography: The Structure and Growth of Metropolitan Areas,https://smarticle.tech/en/article/urban-geography-the-structure-and-growth-of-metropolitan-areas-202605141001,Cities,Don't Call It Sprawl,https://openlibrary.org/works/OL2641961W,Don't Call It Sprawl. by William T. Bogart. (2006). — Cambridge University Press. ISBN: 0511246900
Urban Geography: The Structure and Growth of Metropolitan Areas,https://smarticle.tech/en/article/urban-geography-the-structure-and-growth-of-metropolitan-areas-202605141001,Cities,Characterizing the polycentric spatial structure of Beijing Metropolitan Region using carpooling big data,https://doi.org/10.1016/j.cities.2020.103040,"Xiaobing Liu, Xuedong Yan, Wen Wang, H. Titheridge, Rui Wang, Yang Liu. ""Characterizing the polycentric spatial structure of Beijing Metropolitan Region using carpooling big data"". semantic_scholar_foundational, 2021."
Urban Geography: The Structure and Growth of Metropolitan Areas,https://smarticle.tech/en/article/urban-geography-the-structure-and-growth-of-metropolitan-areas-202605141001,Cities,Fractal-Based Modeling and Spatial Analysis of Urban Form and Growth: A Case Study of Shenzhen in China,https://arxiv.org/abs/2010.05225,"Man, Xiaoming and Chen, Yanguang. ""Fractal-Based Modeling and Spatial Analysis of Urban Form and Growth: A Case Study of Shenzhen in China"". semantic_scholar_foundational, 2020."
Urban Geography: The Structure and Growth of Metropolitan Areas,https://smarticle.tech/en/article/urban-geography-the-structure-and-growth-of-metropolitan-areas-202605141001,Cities,Carbon Balance Matching Relationships and Spatiotemporal Evolution Patterns in China’s National-Level Metropolitan Areas,https://doi.org/10.3390/land14040800,"Mengqi Liu, Yang Yu, Maomao Zhang, et al. ""Carbon Balance Matching Relationships and Spatiotemporal Evolution Patterns in China’s National-Level Metropolitan Areas"". Land, 2025."
Urban Geography: The Structure and Growth of Metropolitan Areas,https://smarticle.tech/en/article/urban-geography-the-structure-and-growth-of-metropolitan-areas-202605141001,Cities,Study on spatial form evolution of traditional villages in Jiuguan under the influence of historic transportation network,https://doi.org/10.1186/s40494-024-01153-0,"Zurui Lin, Yuan Liang, Xiaohui Liu. ""Study on spatial form evolution of traditional villages in Jiuguan under the influence of historic transportation network"". semantic_scholar_foundational, 2024."
Urban Geography: The Structure and Growth of Metropolitan Areas,https://smarticle.tech/en/article/urban-geography-the-structure-and-growth-of-metropolitan-areas-202605141001,Cities,Understanding spatiotemporal evolution of the surface urban heat island in the Bangkok metropolitan region from 2000 to 2020 using enhanced land surfa,https://doi.org/10.1080/19475705.2023.2174904,"Pan, Luyang, et al. ""Understanding spatiotemporal evolution of the surface urban heat island in the Bangkok metropolitan region from 2000 to 2020 using enhanced land surface temperature"". *semantic_scholar_foundational*, 2023."
"City Planning and Infrastructure: Transportation, Zoning, and Smart Cities",https://smarticle.tech/en/article/city-planning-and-infrastructure-transportation-zoning-and-smart-cities-202605141010,Cities,Tomorrow,https://archive.org/details/bwb_P8-CCX-464,Tomorrow. by Ebenezer Howard. (1902). — Routledge. ISBN: 0415317479
"City Planning and Infrastructure: Transportation, Zoning, and Smart Cities",https://smarticle.tech/en/article/city-planning-and-infrastructure-transportation-zoning-and-smart-cities-202605141010,Cities,The Death and Life of Great American Cities,https://archive.org/details/deathlifeofgreat0000jane,The Death and Life of Great American Cities. by Jane Jacobs. (1961). — Brand: Vintage. ISBN: 9780140179484
"City Planning and Infrastructure: Transportation, Zoning, and Smart Cities",https://smarticle.tech/en/article/city-planning-and-infrastructure-transportation-zoning-and-smart-cities-202605141010,Cities,Introduction to Urban Housing Design,https://openlibrary.org/works/OL21288654W,Introduction to Urban Housing Design. by Graham Towers. (2013). — Routledge. ISBN: 9781136391842
"City Planning and Infrastructure: Transportation, Zoning, and Smart Cities",https://smarticle.tech/en/article/city-planning-and-infrastructure-transportation-zoning-and-smart-cities-202605141010,Cities,Introduction to transportation planning,https://archive.org/details/introductiontotr0000brut_w6p8,"Introduction to transportation planning. by Michael J. Bruton, B. Bruton. (1970). — Hyperion Books. ISBN: 0091580412"
"City Planning and Infrastructure: Transportation, Zoning, and Smart Cities",https://smarticle.tech/en/article/city-planning-and-infrastructure-transportation-zoning-and-smart-cities-202605141010,Cities,The community planning event manual,https://openlibrary.org/works/OL16938955W,"The community planning event manual. by Nick Wates, John Thompson. (2008). — Routledge. ISBN: 9781138177376"
"City Planning and Infrastructure: Transportation, Zoning, and Smart Cities",https://smarticle.tech/en/article/city-planning-and-infrastructure-transportation-zoning-and-smart-cities-202605141010,Cities,Introduction to Community Development,https://openlibrary.org/works/OL21260232W,"Introduction to Community Development. by Rhonda Phillips, Robert H. Pittman. (2009). — Routledge. ISBN: 9781134482320"
"City Planning and Infrastructure: Transportation, Zoning, and Smart Cities",https://smarticle.tech/en/article/city-planning-and-infrastructure-transportation-zoning-and-smart-cities-202605141010,Cities,Algorithmic Urban Planning for Smart and Sustainable Development: Systematic Review of the Literature,https://doi.org/10.1016/j.scs.2023.104562,"Son, T.H., Weedon, Z., Yigitcanlar, T., Sanchez, T., Corchado, J., Mehmood, R. ""Algorithmic Urban Planning for Smart and Sustainable Development: Systematic Review of the Literature"". SCS, 2023."
"City Planning and Infrastructure: Transportation, Zoning, and Smart Cities",https://smarticle.tech/en/article/city-planning-and-infrastructure-transportation-zoning-and-smart-cities-202605141010,Cities,Integrating Artificial Intelligence and Environmental Science for Sustainable Urban Planning,https://doi.org/10.34306/itsdi.v5i2.666,"Muhammad Rehan Anwar, Lintang Dwi Sakti. ""Integrating Artificial Intelligence and Environmental Science for Sustainable Urban Planning"". semantic_scholar_foundational, 2024."
"City Planning and Infrastructure: Transportation, Zoning, and Smart Cities",https://smarticle.tech/en/article/city-planning-and-infrastructure-transportation-zoning-and-smart-cities-202605141010,Cities,Urbanization and Land Use Planning for Achieving the Sustainable Development Goals (SDGs): A Case Study of Greece,https://doi.org/10.3390/urbansci7020043,"Kalfas, D., Kalogiannidis, S., Chatzitheodoridis, F., Toska, E. ""Urbanization and Land Use Planning for Achieving the Sustainable Development Goals (SDGs): A Case Study of Greece"". Urban Sci, 2023."
"City Planning and Infrastructure: Transportation, Zoning, and Smart Cities",https://smarticle.tech/en/article/city-planning-and-infrastructure-transportation-zoning-and-smart-cities-202605141010,Cities,Protected Areas in a neoliberal world and the role of tourism in supporting conservation and sustainable development: an assessment of strategic plann,https://doi.org/10.1080/09669582.2017.1377432,"Job, H., Becken, S., Lane, B. ""Protected Areas in a neoliberal world and the role of tourism in supporting conservation and sustainable development: an assessment of strategic planning, zoning, impact monitoring, and tourism management at natural World Heritage Sites"". Journal of Sustainable Tourism, 2017."
"Global Megacities: Challenges of Density, Governance, and Sustainability",https://smarticle.tech/en/article/global-megacities-challenges-of-density-governance-and-sustainability-202605141018,Cities,Alice's Adventures in Wonderland,https://archive.org/details/alicesadventures0000unse_v7d2,Alice's Adventures in Wonderland. by Lewis Carroll. (1865). — Unknown. ISBN: 9783741205101
"Global Megacities: Challenges of Density, Governance, and Sustainability",https://smarticle.tech/en/article/global-megacities-challenges-of-density-governance-and-sustainability-202605141018,Cities,The Picture of Dorian Gray,https://archive.org/details/pictureofdoriang00wild_5,The Picture of Dorian Gray. by Oscar Wilde. (1890). — Costa Books. ISBN: 1986907732
"Global Megacities: Challenges of Density, Governance, and Sustainability",https://smarticle.tech/en/article/global-megacities-challenges-of-density-governance-and-sustainability-202605141018,Cities,The Great Gatsby,https://archive.org/details/in.ernet.dli.2015.184960,The Great Gatsby. by F. Scott Fitzgerald. (1920). — Collier Books. ISBN: 9798420023068
"Global Megacities: Challenges of Density, Governance, and Sustainability",https://smarticle.tech/en/article/global-megacities-challenges-of-density-governance-and-sustainability-202605141018,Cities,Dubliners,https://archive.org/details/dubliners02814gut,"Dubliners. by James Joyce. (1914). — O'Brien Press, Limited, The. ISBN: 9780857864161"
"Global Megacities: Challenges of Density, Governance, and Sustainability",https://smarticle.tech/en/article/global-megacities-challenges-of-density-governance-and-sustainability-202605141018,Cities,The Canterbury Tales,https://archive.org/details/cu31924030286466,"The Canterbury Tales. by Geoffrey Chaucer, John E. Cunningham, Peter Ackroyd. (1478). — Clar. Press. ISBN: 9781461031840"
