Academic Concept (EN),Academic Concept (AR),Concept URL (EN),Concept URL (AR),Subcategory,Reference Title,Reference URL,Citation (EN),Citation (AR)
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",علم النفس التطوري: بياجيه، فيغوتسكي، ومراحل التطور البشري.,https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,https://smarticle.tech/ar/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,Représentation du monde chez l'enfant,https://archive.org/details/childsconception01piag,Représentation du monde chez l'enfant. by Jean Piaget. (1929). — Littlefield Adams Quality Paperbacks. ISBN: 0742559513,Représentation du monde chez l'enfant. بقلم Jean Piaget. (1929). — Littlefield Adams Quality Paperbacks. ردمك: 0742559513
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",علم النفس التطوري: بياجيه، فيغوتسكي، ومراحل التطور البشري.,https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,https://smarticle.tech/ar/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,Child development,https://archive.org/details/childdevelopment0007sant,Child development. by John W. Santrock. (1989). — Brown & Benchmark Publishers. ISBN: 9780072967432,Child development. بقلم John W. Santrock. (1989). — Brown & Benchmark Publishers. ردمك: 9780072967432
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",علم النفس التطوري: بياجيه، فيغوتسكي، ومراحل التطور البشري.,https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,https://smarticle.tech/ar/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,How children develop,https://archive.org/details/howchildrendevel0000sieg,"How children develop. by Robert S. Siegler, Nancy Eisenberg, Judy S. Deloache. (2002). — FREEMAN MACMILLAN. ISBN: 9781429272681",How children develop. بقلم Robert S. Siegler، Nancy Eisenberg، Judy S. Deloache. (2002). — FREEMAN MACMILLAN. ردمك: 9781429272681
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",علم النفس التطوري: بياجيه، فيغوتسكي، ومراحل التطور البشري.,https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,https://smarticle.tech/ar/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,Human Growth and Development,https://archive.org/details/humangrowthdevel0000sudb,Human Growth and Development. by John Sudbery. (2009). — Taylor & Francis Group. ISBN: 9781135275549,Human Growth and Development. بقلم John Sudbery. (2009). — Taylor & Francis Group. ردمك: 9781135275549
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",علم النفس التطوري: بياجيه، فيغوتسكي، ومراحل التطور البشري.,https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,https://smarticle.tech/ar/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,The education of children,https://archive.org/details/b29932026,The education of children. by Alfred Adler. (1930). — Taylor & Francis Group. ISBN: 9780786102730,The education of children. بقلم Alfred Adler. (1930). — Taylor & Francis Group. ردمك: 9780786102730
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",علم النفس التطوري: بياجيه، فيغوتسكي، ومراحل التطور البشري.,https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,https://smarticle.tech/ar/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,Psychologische Typen,https://archive.org/details/typespsychologiq0000jung,Psychologische Typen. by Carl Gustav Jung. (1921). — Georg. ISBN: 0691097704,Psychologische Typen. بقلم Carl Gustav Jung. (1921). — Georg. ردمك: 0691097704
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",علم النفس التطوري: بياجيه، فيغوتسكي، ومراحل التطور البشري.,https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,https://smarticle.tech/ar/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,Human Behavior in the Social Environment,https://openlibrary.org/works/OL20709583W,Human Behavior in the Social Environment. by Anissa Taun Rogers. (2016). — Taylor & Francis Group. ISBN: 9781317243526,Human Behavior in the Social Environment. بقلم Anissa Taun Rogers. (2016). — Taylor & Francis Group. ردمك: 9781317243526
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",علم النفس التطوري: بياجيه، فيغوتسكي، ومراحل التطور البشري.,https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,https://smarticle.tech/ar/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,"Play, Cognitive Development, and the Social World: Piaget, Vygotsky, and Beyond",https://doi.org/10.1159/000277285,"Ageliki Nicolopoulou. ""Play, Cognitive Development, and the Social World: Piaget, Vygotsky, and Beyond"". crossref, 2010.","أنجيليكي نيكولوبولو. ""اللعب، التطور المعرفي، والعالم الاجتماعي: بياجيه، فيجوتسكي، وما وراءهما"". كروسريف، 2010."
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",علم النفس التطوري: بياجيه، فيغوتسكي، ومراحل التطور البشري.,https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,https://smarticle.tech/ar/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,"Vygotsky, Piaget, and Bandura: Perspectives on the Relations between the Social World and Cognitive Development",https://doi.org/10.1159/000277297,"Jonathan R.H. Tudge, Paul A. Winterhoff. ""Vygotsky, Piaget, and Bandura: Perspectives on the Relations between the Social World and Cognitive Development"". crossref, 2010.","جوناثان آر. إتش. تودج، بول إيه. وينترفوف. ""فيجوتسكي، بياجيه، وباندورا: وجهات نظر حول العلاقات بين العالم الاجتماعي والتطور المعرفي"". كروسريف، 2010."
"Developmental Psychology: Piaget, Vygotsky, and Stages of Human Development",علم النفس التطوري: بياجيه، فيغوتسكي، ومراحل التطور البشري.,https://smarticle.tech/en/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,https://smarticle.tech/ar/article/developmental-psychology-piaget-vygotsky-and-stages-of-human-development-202605130133,Psychology,"Vygotsky, Piaget and the Dialectic of Development",https://doi.org/10.1159/000276332,"Thomas Bidell. ""Vygotsky, Piaget and the Dialectic of Development"". crossref, 2010.","توماس بيديل. ""فيجوتسكي، بياجيه، والديالكتيك التطور"". كروسريف، 2010."
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",التحليل النفسي وعلم النفس العميق: فرويد، يونغ، واللاوعي.,https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,https://smarticle.tech/ar/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Scientific Reference,https://archive.org/details/aionresearchesin0009_part2,"Aion. by Carl Gustav Jung, Gerhard Adler, R. F.C. Hull. (1951). — Routledge and Kegan Paul. ISBN: 9780710062949",Aion. بقلم Carl Gustav Jung، Gerhard Adler، R. F.C. Hull. (1951). — Routledge and Kegan Paul. ردمك: 9780710062949
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",التحليل النفسي وعلم النفس العميق: فرويد، يونغ، واللاوعي.,https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,https://smarticle.tech/ar/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Wisdom of the Psyche,https://openlibrary.org/works/OL21297560W,Wisdom of the Psyche. by Ginette Paris. (2013). — Routledge. ISBN: 9781138900868,Wisdom of the Psyche. بقلم Ginette Paris. (2013). — Routledge. ردمك: 9781138900868
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",التحليل النفسي وعلم النفس العميق: فرويد، يونغ، واللاوعي.,https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,https://smarticle.tech/ar/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Descent of the Soul and the Archaic,https://openlibrary.org/works/OL27808224W,"Descent of the Soul and the Archaic. by Paul Bishop, Terence Dawson, Leslie Gardner. (2022). — Taylor & Francis Group. ISBN: 9780367515010",Descent of the Soul and the Archaic. بقلم Paul Bishop، Terence Dawson، Leslie Gardner. (2022). — Taylor & Francis Group. ردمك: 9780367515010
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",التحليل النفسي وعلم النفس العميق: فرويد، يونغ، واللاوعي.,https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,https://smarticle.tech/ar/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Depth Psychology and Climate Change,https://openlibrary.org/works/OL21710565W,Depth Psychology and Climate Change. by Dale Mathers. (2020). — Taylor & Francis Group. ISBN: 1000264459,Depth Psychology and Climate Change. بقلم Dale Mathers. (2020). — Taylor & Francis Group. ردمك: 1000264459
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",التحليل النفسي وعلم النفس العميق: فرويد، يونغ، واللاوعي.,https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,https://smarticle.tech/ar/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,"Jungian Analysis, Depth Psychology, and Soul",https://openlibrary.org/works/OL21328854W,"Jungian Analysis, Depth Psychology, and Soul. by Thomas B. Kirsch. (2017). — Taylor & Francis Group. ISBN: 113868869X","Jungian Analysis, Depth Psychology, and Soul. بقلم Thomas B. Kirsch. (2017). — Taylor & Francis Group. ردمك: 113868869X"
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",التحليل النفسي وعلم النفس العميق: فرويد، يونغ، واللاوعي.,https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,https://smarticle.tech/ar/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Tiefenpsychologie und neue Ethik,https://archive.org/details/depthpsychologya0000neum,"Tiefenpsychologie und neue Ethik. by Erich Neumann, Juan Pérez Ruiz, Juan Pérez Ruiz. (1949). — Harper Torchbooks. ISBN: 9780061317774",Tiefenpsychologie und neue Ethik. بقلم Erich Neumann، Juan Pérez Ruiz، Juan Pérez Ruiz. (1949). — Harper Torchbooks. ردمك: 9780061317774
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",التحليل النفسي وعلم النفس العميق: فرويد، يونغ، واللاوعي.,https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,https://smarticle.tech/ar/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Sigmund Freud and Carl Jung on Myths and Archetypes of the Collective Unconscious: Unnoticed Similarity,https://doi.org/10.18523/2617-1678.2021.8.25-37,"Menzhulin, Vadym. ""Sigmund Freud and Carl Jung on Myths and Archetypes of the Collective Unconscious: Unnoticed Similarity"". semantic_scholar_foundational, 2021.","مينزهولين، فاديم. ""سيغموند فرويد وكارل يونغ حول الأساطير والأشكال البدئية لللاوعي الجمعي: تشابه غير ملحوظ"". semantic_scholar_foundational، 2021."
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",التحليل النفسي وعلم النفس العميق: فرويد، يونغ، واللاوعي.,https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,https://smarticle.tech/ar/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,"Multitemporal materialism. History and unconscious memory, between Freud and Benjamin",https://doi.org/10.1080/00207578.2020.1772074,"Leandro Drivet. ""Multitemporal materialism. History and unconscious memory, between Freud and Benjamin"". semantic_scholar_foundational, 2020.","ليفاندرو دريفيت. ""المادية متعددة الأزمنة. التاريخ والذاكرة اللاواعية، بين فرويد وبنجامين"". semantic_scholar_foundational، 2020."
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",التحليل النفسي وعلم النفس العميق: فرويد، يونغ، واللاوعي.,https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,https://smarticle.tech/ar/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,Discovering the Freud wars: Henri F. Ellenberger and the polarized history of psychotherapy in France (circa 1970).,https://doi.org/10.1037/hop0000281,"Forner, E., Amouroux, R., Aronov, M., Serina, F. ""Discovering the Freud wars: Henri F. Ellenberger and the polarized history of psychotherapy in France (circa 1970)"". semantic_scholar_foundational, 2025.","فورنر، إي.، أمورو، ر.، أرنوف، م.، سيرينا، ف. ""اكتشاف حروب فرويد: هنري ف. إلينبرغر والتاريخ المتحيز للعلاج النفسي في فرنسا (حوالي 1970)"". semantic_scholar_foundational، 2025."
"Psychoanalysis and Depth Psychology: Freud, Jung, and the Unconscious",التحليل النفسي وعلم النفس العميق: فرويد، يونغ، واللاوعي.,https://smarticle.tech/en/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,https://smarticle.tech/ar/article/psychoanalysis-and-depth-psychology-freud-jung-and-the-unconscious-202605130139,Psychology,"Dress, Dreams, and Desire",https://doi.org/10.5040/9781350428218,"V. Steele. ""Dress, Dreams, and Desire"". semantic_scholar_foundational, 2023.","في. ستيلي. ""الملابس، الأحلام، والرغبة"". semantic_scholar_foundational، 2023."
"Social Stratification: Class, Status, Power, and Inequality",الطبقية الاجتماعية: الطبقة، الوضع، السلطة، وعدم المساواة.,https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,https://smarticle.tech/ar/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Caste,https://openlibrary.org/works/OL20878310W,"Caste. by Isabel Wilkerson, Antonio Francisco Rodríguez Esteban. (2020). — Delacorte Press. ISBN: 0593427963",Caste. بقلم Isabel Wilkerson، Antonio Francisco Rodríguez Esteban. (2020). — Delacorte Press. ردمك: 0593427963
"Social Stratification: Class, Status, Power, and Inequality",الطبقية الاجتماعية: الطبقة، الوضع، السلطة، وعدم المساواة.,https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,https://smarticle.tech/ar/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,"Class, status and power",https://archive.org/details/classstatuspower0000rein_u3f6,"Class, status and power. by Reinhard Bendix, Seymour Martin Lipset. (1953). — Free Press. ISBN: 9788424002718","Class, status and power. بقلم Reinhard Bendix، Seymour Martin Lipset. (1953). — Free Press. ردمك: 9788424002718"
"Social Stratification: Class, Status, Power, and Inequality",الطبقية الاجتماعية: الطبقة، الوضع، السلطة، وعدم المساواة.,https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,https://smarticle.tech/ar/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Social Stratification and Inequality,https://archive.org/details/socialstratifica00kerb,Social Stratification and Inequality. by Harold R. Kerbo. (1983). — McGraw-Hill Education. ISBN: 0072997699,Social Stratification and Inequality. بقلم Harold R. Kerbo. (1983). — McGraw-Hill Education. ردمك: 0072997699
"Social Stratification: Class, Status, Power, and Inequality",الطبقية الاجتماعية: الطبقة، الوضع، السلطة، وعدم المساواة.,https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,https://smarticle.tech/ar/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,End of Social Inequality?,https://openlibrary.org/works/OL39207385W,End of Social Inequality?. by David Lane. (2024). — Taylor & Francis Group. ISBN: 9781032880594,End of Social Inequality?. بقلم David Lane. (2024). — Taylor & Francis Group. ردمك: 9781032880594
"Social Stratification: Class, Status, Power, and Inequality",الطبقية الاجتماعية: الطبقة، الوضع، السلطة، وعدم المساواة.,https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,https://smarticle.tech/ar/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,The Gender Division of Welfare,https://archive.org/details/genderdivisionof00mary,The Gender Division of Welfare. by Mary Daly. (2000). — Cambridge University Press. ISBN: 0521623316,The Gender Division of Welfare. بقلم Mary Daly. (2000). — Cambridge University Press. ردمك: 0521623316
"Social Stratification: Class, Status, Power, and Inequality",الطبقية الاجتماعية: الطبقة، الوضع، السلطة، وعدم المساواة.,https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,https://smarticle.tech/ar/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Random family,https://archive.org/details/zomaarfamilielie0000lebl,Random family. by Adrian Nicole LeBlanc. (2003). — EDITIONS DE L'OLIVIER. ISBN: 9780965617475,Random family. بقلم Adrian Nicole LeBlanc. (2003). — EDITIONS DE L'OLIVIER. ردمك: 9780965617475
"Social Stratification: Class, Status, Power, and Inequality",الطبقية الاجتماعية: الطبقة، الوضع، السلطة، وعدم المساواة.,https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,https://smarticle.tech/ar/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Jude the Obscure,https://archive.org/details/judeobscure0000unse_r5l3,Jude the Obscure. by Thomas Hardy. (1895). — Houghton Mifflin. ISBN: 9780497261672,Jude the Obscure. بقلم Thomas Hardy. (1895). — Houghton Mifflin. ردمك: 9780497261672
"Social Stratification: Class, Status, Power, and Inequality",الطبقية الاجتماعية: الطبقة، الوضع، السلطة، وعدم المساواة.,https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,https://smarticle.tech/ar/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Great Expectations,https://archive.org/details/dickenswork14dick,Great Expectations. by Charles Dickens. (1861). — Race Point Publishing. ISBN: 0862250862,Great Expectations. بقلم Charles Dickens. (1861). — Race Point Publishing. ردمك: 0862250862
"Social Stratification: Class, Status, Power, and Inequality",الطبقية الاجتماعية: الطبقة، الوضع، السلطة، وعدم المساواة.,https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,https://smarticle.tech/ar/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Gunnm last order,https://archive.org/details/battleangelalita0009kish,Gunnm last order. by Yukito Kishiro. (1994). — Viz Communications. ISBN: 9781591162810,Gunnm last order. بقلم Yukito Kishiro. (1994). — Viz Communications. ردمك: 9781591162810
"Social Stratification: Class, Status, Power, and Inequality",الطبقية الاجتماعية: الطبقة، الوضع، السلطة، وعدم المساواة.,https://smarticle.tech/en/article/social-stratification-class-status-power-and-inequality-202605130146,https://smarticle.tech/ar/article/social-stratification-class-status-power-and-inequality-202605130146,Sociology,Iron Gold,https://archive.org/details/realjesusofnazar0000unse,Iron Gold. by Pierce Brown. (2018). — publisher not identified. ISBN: 9781473646551,Iron Gold. بقلم Pierce Brown. (2018). — publisher not identified. ردمك: 9781473646551
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",المؤسسات الاجتماعية والسلوك الجمعي: المعايير، الانحراف، والرقابة الاجتماعية.,https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,https://smarticle.tech/ar/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,De la démocratie en Amérique,https://archive.org/details/democracyiname01tocq,"De la démocratie en Amérique. by Alexis de Tocqueville, Gustave de Beaumont. (1835). — Blackstone Pub. ISBN: 0451603621",De la démocratie en Amérique. بقلم Alexis de Tocqueville، Gustave de Beaumont. (1835). — Blackstone Pub. ردمك: 0451603621
"Social Institutions and Collective Behavior: Norms, Deviance, and Social Control",المؤسسات الاجتماعية والسلوك الجمعي: المعايير، الانحراف، والرقابة الاجتماعية.,https://smarticle.tech/en/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,https://smarticle.tech/ar/article/social-institutions-and-collective-behavior-norms-deviance-and-social-contr-202605130154,Sociology,Nicomachean Ethics,https://archive.org/details/nicomacheanethic1865aris,Nicomachean Ethics. by Aristotle. (1558). — Harvard University Press. ISBN: 1015407412,Nicomachean Ethics. بقلم Aristotle. (1558). — Harvard University Press. ردمك: 1015407412
