Academic Concept,Concept URL,Subcategory,Reference Title,Reference URL,Citation
"Christian Theology: Christology, Trinity, and the Doctrinal Councils",https://smarticle.tech/en/article/christian-theology-christology-trinity-and-the-doctrinal-councils-202605150243,Christianity,"Creeds, councils and doctrinal development",https://doi.org/10.4324/9780203470626-37,"Cross, R. ""Creeds, councils and doctrinal development"". *crossref*, 2002."
"Christian Theology: Christology, Trinity, and the Doctrinal Councils",https://smarticle.tech/en/article/christian-theology-christology-trinity-and-the-doctrinal-councils-202605150243,Christianity,The Papacy and Councils from the Beginnings until Leo I (440–461). Studies on the Origins of the Pope’s Superordination over Councils,https://doi.org/10.5840/philhist198316296,"Ernst-Dieter Hehl. ""The Papacy and Councils from the Beginnings until Leo I (440–461)"". Studies on the Origins of the Pope’s Superordination over Councils, 1983."
"Christian Theology: Christology, Trinity, and the Doctrinal Councils",https://smarticle.tech/en/article/christian-theology-christology-trinity-and-the-doctrinal-councils-202605150243,Christianity,"Heresies, Doctrinal Controversies, and Church Councils",https://doi.org/10.1093/0198270119.005.0001,"Heresies, Doctrinal Controversies, and Church Councils. *crossref*, 2002."
Biblical Exegesis: Methods of Interpretation from Patristic to Modern Scholarship,https://smarticle.tech/en/article/biblical-exegesis-methods-of-interpretation-from-patristic-to-modern-schola-202605150255,Christianity,Bible,https://archive.org/details/holybiblesoarran01unse,Bible. by Bible. (1200). — E.F. Backus. ISBN: 0564069019
Biblical Exegesis: Methods of Interpretation from Patristic to Modern Scholarship,https://smarticle.tech/en/article/biblical-exegesis-methods-of-interpretation-from-patristic-to-modern-schola-202605150255,Christianity,Was ist Formgeschichte?,https://archive.org/details/growthofbiblical00koch,"Was ist Formgeschichte?. by Koch, Klaus. (1964). — Neukirchener Verlag des Erziehungsvereins. ISBN: 9780713601350"
Biblical Exegesis: Methods of Interpretation from Patristic to Modern Scholarship,https://smarticle.tech/en/article/biblical-exegesis-methods-of-interpretation-from-patristic-to-modern-schola-202605150255,Christianity,Exegesis,https://openlibrary.org/works/OL18244033W,"Exegesis. by Gérald Antoine, François Bovon, Donald G. Miller. (1978). — Pickwick Press. ISBN: 9780915138258"
Biblical Exegesis: Methods of Interpretation from Patristic to Modern Scholarship,https://smarticle.tech/en/article/biblical-exegesis-methods-of-interpretation-from-patristic-to-modern-schola-202605150255,Christianity,Rendering the Word in Theological Hermeneutics,https://openlibrary.org/works/OL9491694W,Rendering the Word in Theological Hermeneutics. by Mark Alan Bowald. (2007). — Ashgate. ISBN: 1315605333
Biblical Exegesis: Methods of Interpretation from Patristic to Modern Scholarship,https://smarticle.tech/en/article/biblical-exegesis-methods-of-interpretation-from-patristic-to-modern-schola-202605150255,Christianity,Biblical interpretation,https://archive.org/details/biblicalinterpre0000tate,Biblical interpretation. by W. Randolph Tate. (1991). — Hendrickson Publishers. ISBN: 9781598560800
Biblical Exegesis: Methods of Interpretation from Patristic to Modern Scholarship,https://smarticle.tech/en/article/biblical-exegesis-methods-of-interpretation-from-patristic-to-modern-schola-202605150255,Christianity,The mind of Mark,https://openlibrary.org/works/OL5902466W,The mind of Mark. by Quentin Quesnell. (1969). — Pontifical Biblical Institute
Biblical Exegesis: Methods of Interpretation from Patristic to Modern Scholarship,https://smarticle.tech/en/article/biblical-exegesis-methods-of-interpretation-from-patristic-to-modern-schola-202605150255,Christianity,Patristic Theories of Biblical Interpretation,https://doi.org/10.1017/cbo9781107588967,"Patristic Theories of Biblical Interpretation. ""Patristic Theories of Biblical Interpretation"". Cambridge University Press, 2016."
Biblical Exegesis: Methods of Interpretation from Patristic to Modern Scholarship,https://smarticle.tech/en/article/biblical-exegesis-methods-of-interpretation-from-patristic-to-modern-schola-202605150255,Christianity,"Biblical Interpretation in the Patristic Era, A 'Handbook of Patristic Exegesis' and Some Other Recent Books and Related Projects",https://doi.org/10.1163/157007206775567924,"van Oort, Johannes. ""Biblical Interpretation in the Patristic Era, A 'Handbook of Patristic Exegesis' and Some Other Recent Books and Related Projects"". *crossref*, 2006."
Biblical Exegesis: Methods of Interpretation from Patristic to Modern Scholarship,https://smarticle.tech/en/article/biblical-exegesis-methods-of-interpretation-from-patristic-to-modern-schola-202605150255,Christianity,Patristic Theories of Biblical Interpretation: The Latin Fathers. Edited by Tarmo Toom.,https://doi.org/10.1093/jts/flx221,"Keech, Dominic. ""Patristic Theories of Biblical Interpretation: The Latin Fathers"". *Journal of Theological Studies*, 2017."
Biblical Exegesis: Methods of Interpretation from Patristic to Modern Scholarship,https://smarticle.tech/en/article/biblical-exegesis-methods-of-interpretation-from-patristic-to-modern-schola-202605150255,Christianity,The Complex Background of Biblical Interpretation,https://doi.org/10.5040/9780567660695.ch-001,"The Complex Background of Biblical Interpretation. *crossref*, 1995."
"Early Church History: The Apostolic Age, Persecution, and the Council of Nicaea",https://smarticle.tech/en/article/early-church-history-the-apostolic-age-persecution-and-the-council-of-nicae-202605150301,Christianity,Bible,https://archive.org/details/holybiblesoarran01unse,Bible. by Bible. (1200). — E.F. Backus. ISBN: 0564069019
"Early Church History: The Apostolic Age, Persecution, and the Council of Nicaea",https://smarticle.tech/en/article/early-church-history-the-apostolic-age-persecution-and-the-council-of-nicae-202605150301,Christianity,A Source Book for Ancient Church History,https://www.gutenberg.org/ebooks/24979,"A Source Book for Ancient Church History. by Ayer, Joseph Cullen. — Project Gutenberg"
"Early Church History: The Apostolic Age, Persecution, and the Council of Nicaea",https://smarticle.tech/en/article/early-church-history-the-apostolic-age-persecution-and-the-council-of-nicae-202605150301,Christianity,Church History (Volumes 1-3),https://www.gutenberg.org/ebooks/51491,"Church History (Volumes 1-3). by Kurtz, J. H. (Johann Heinrich). — Project Gutenberg"
"Early Church History: The Apostolic Age, Persecution, and the Council of Nicaea",https://smarticle.tech/en/article/early-church-history-the-apostolic-age-persecution-and-the-council-of-nicae-202605150301,Christianity,"<i>Christianity in the Apostolic Age</i>. George T. Purves<i>Ten Epochs of Church History: The Apostolic Age, Its Life, Doctrine, Worship, and Polity<",https://doi.org/10.1086/477715,"Purves, George T. ""Christianity in the Apostolic Age"". Ten Epochs of Church History: The Apostolic Age, Its Life, Doctrine, Worship, and Polity, 1901."
"Early Church History: The Apostolic Age, Persecution, and the Council of Nicaea",https://smarticle.tech/en/article/early-church-history-the-apostolic-age-persecution-and-the-council-of-nicae-202605150301,Christianity,MARTYRDOM AND PERSECUTION IN THE EARLY CHURCH*,https://doi.org/10.1111/j.1468-229x.1967.tb01198.x,"Mattingly, Harold B. ""Martyrdom and Persecution in the Early Church"". *Crossref*, 1967."
"Early Church History: The Apostolic Age, Persecution, and the Council of Nicaea",https://smarticle.tech/en/article/early-church-history-the-apostolic-age-persecution-and-the-council-of-nicae-202605150301,Christianity,Martyrdom and Persecution in the Early Church. A Study of a Conflict from the Maccabees to Donatus,https://doi.org/10.2307/4346622,"Hammond, Mason, and W. H. C. Frend. ""Martyrdom and Persecution in the Early Church. A Study of a Conflict from the Maccabees to Donatus"". crossref, 1968."
"Early Church History: The Apostolic Age, Persecution, and the Council of Nicaea",https://smarticle.tech/en/article/early-church-history-the-apostolic-age-persecution-and-the-council-of-nicae-202605150301,Christianity,Martyrdom and Persecution in the Early Church,https://doi.org/10.1111/j.1467-9809.1969.tb00310.x,"G. S. R. THOMAS. ""Martyrdom and Persecution in the Early Church"". crossref, 1969."
"Early Church History: The Apostolic Age, Persecution, and the Council of Nicaea",https://smarticle.tech/en/article/early-church-history-the-apostolic-age-persecution-and-the-council-of-nicae-202605150301,Christianity,"Nicaea, Council of",https://doi.org/10.1002/9781444338386.wbeah05125,"Winrich Löhr. ""Nicaea, Council of"". *crossref*, 2012."
"Early Church History: The Apostolic Age, Persecution, and the Council of Nicaea",https://smarticle.tech/en/article/early-church-history-the-apostolic-age-persecution-and-the-council-of-nicae-202605150301,Christianity,ORIGIN AND EARLY HISTORY OF THE APOSTOLIC OFFICE,https://doi.org/10.1163/9789047404293_002,"Theodore Korteweg. ""ORIGIN AND EARLY HISTORY OF THE APOSTOLIC OFFICE"". crossref, 2004."
"Early Church History: The Apostolic Age, Persecution, and the Council of Nicaea",https://smarticle.tech/en/article/early-church-history-the-apostolic-age-persecution-and-the-council-of-nicae-202605150301,Christianity,The Early Church (from The Apostolic Age to the Council of Nicaea),https://doi.org/10.4324/9780203099636-2,"Cook Chris. ""The Early Church (from The Apostolic Age to the Council of Nicaea)"". crossref, 2020."
"Jewish Theology: Monotheism, Covenant, and Rabbinic Thought",https://smarticle.tech/en/article/jewish-theology-monotheism-covenant-and-rabbinic-thought-202605160321,Judaism,Bible,https://archive.org/details/holybiblesoarran01unse,Bible. by Bible. (1200). — E.F. Backus. ISBN: 0564069019
"Jewish Theology: Monotheism, Covenant, and Rabbinic Thought",https://smarticle.tech/en/article/jewish-theology-monotheism-covenant-and-rabbinic-thought-202605160321,Judaism,The guide of the perplexed of Maimonides,https://archive.org/details/leguidedesegares03maim,The guide of the perplexed of Maimonides. by Moses Maimonides. (1473). — Yediʻot aḥaronot : Sifre Ḥemed. ISBN: 1602065004
"Jewish Theology: Monotheism, Covenant, and Rabbinic Thought",https://smarticle.tech/en/article/jewish-theology-monotheism-covenant-and-rabbinic-thought-202605160321,Judaism,"Jewish Theology, Systematically and Historically Considered",https://www.gutenberg.org/ebooks/32722,"Jewish Theology, Systematically and Historically Considered. by Kohler, Kaufmann. — Project Gutenberg"
"Jewish Theology: Monotheism, Covenant, and Rabbinic Thought",https://smarticle.tech/en/article/jewish-theology-monotheism-covenant-and-rabbinic-thought-202605160321,Judaism,Kitāb al-farāʾid,https://archive.org/details/MN40359ucmf_0,Kitāb al-farāʾid. by Moses Maimonides. (1515). — Brothers Levin-Epstein. ISBN: 9789654170147
"Jewish Theology: Monotheism, Covenant, and Rabbinic Thought",https://smarticle.tech/en/article/jewish-theology-monotheism-covenant-and-rabbinic-thought-202605160321,Judaism,Ich und du,https://archive.org/details/jeettu0000mart,Ich und du. by Martin Buber. (1922). — L. Schneider. ISBN: 1578989973
"Jewish Theology: Monotheism, Covenant, and Rabbinic Thought",https://smarticle.tech/en/article/jewish-theology-monotheism-covenant-and-rabbinic-thought-202605160321,Judaism,Kitāb al-ḥujjah,https://archive.org/details/kuzarikitabalkha0000juda,"Kitāb al-ḥujjah. by Judah ha-Levi, Ha-Levi Judah, N. Daniel Korobkin. (1546). — Nidpas ʻa.y. Zoʾan di Garah. ISBN: 9781583308424"
"Jewish Theology: Monotheism, Covenant, and Rabbinic Thought",https://smarticle.tech/en/article/jewish-theology-monotheism-covenant-and-rabbinic-thought-202605160321,Judaism,Tractatus theologico-politicus,https://archive.org/details/tractatustheolog00elweuoft,"Tractatus theologico-politicus. by Benedictus de Spinoza, Seymour Feldman. (1670). — Williams and Norgate. ISBN: 3534059565"
"Jewish Theology: Monotheism, Covenant, and Rabbinic Thought",https://smarticle.tech/en/article/jewish-theology-monotheism-covenant-and-rabbinic-thought-202605160321,Judaism,De bello judaico,https://archive.org/details/nybc203940,De bello judaico. by Flavius Josephus. (1481). — Sovremennyĭ  literator. ISBN: 9780140440904
"Jewish Theology: Monotheism, Covenant, and Rabbinic Thought",https://smarticle.tech/en/article/jewish-theology-monotheism-covenant-and-rabbinic-thought-202605160321,Judaism,Summa Theologica,https://archive.org/details/ITheSummaTheologicaOfStThomas,"Summa Theologica. by Thomas Aquinas, Kennedy, Daniel Joseph, 1862-1930. (1467). — Prentice Hall. ISBN: 9780521029445"
"Jewish Theology: Monotheism, Covenant, and Rabbinic Thought",https://smarticle.tech/en/article/jewish-theology-monotheism-covenant-and-rabbinic-thought-202605160321,Judaism,A Classical Ethical Problem in Ancient Philosophy and Rabbinic Thought: The Case of the Shipwrecked,https://doi.org/10.1017/s0017816013000072,"Berthelot, Katell. ""A Classical Ethical Problem in Ancient Philosophy and Rabbinic Thought: The Case of the Shipwrecked"". *Harvard Theological Review*, 2013."
"Talmudic Studies: The Mishnah, Gemara, and the Development of Jewish Law",https://smarticle.tech/en/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,Mishneh Torah (Codification of Talmudic laws),https://archive.org/details/sefermishnehtora048800,Mishneh Torah (Codification of Talmudic laws). by Moses Maimonides. (1470). ISBN: 9781885220684
"Talmudic Studies: The Mishnah, Gemara, and the Development of Jewish Law",https://smarticle.tech/en/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,Qeṣat mifraṣ riʾs͡hōn s͡hel masek͡het Sanhedrīn s͡hel talmūd bavlī de-hayeynū mis͡hnah riʾs͡hōnah ṿeha-gemaraʾ ha-śeyyk͡hat le-kaʾn,https://archive.org/details/qeatmifrarishnsh01unse,Qeṣat mifraṣ riʾs͡hōn s͡hel masek͡het Sanhedrīn s͡hel talmūd bavlī de-hayeynū mis͡hnah riʾs͡hōnah ṿeha-gemaraʾ ha-śeyyk͡hat le-kaʾn. by Fredrik August Fehr. (1872). — Akademiska boktryckeriet
"Talmudic Studies: The Mishnah, Gemara, and the Development of Jewish Law",https://smarticle.tech/en/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,The Talmud of the land of Israel,https://archive.org/details/isbn_0226576795_20,The Talmud of the land of Israel. by Jacob Neusner. (1982). — University Of Chicago Press. ISBN: 9780226576749
