Academic Concept (EN),Academic Concept (AR),Concept URL (EN),Concept URL (AR),Subcategory,Reference Title,Reference URL,Citation (EN),Citation (AR)
"Classical Arabic Literary Criticism: Criteria, Schools, and Canon Formation",النقد الأدبي العربي الكلاسيكي: المعايير والمدارس وتشكيل القانون الأدبي.,https://smarticle.tech/en/article/classical-arabic-literary-criticism-criteria-schools-and-canon-formation-202605130534,https://smarticle.tech/ar/article/classical-arabic-literary-criticism-criteria-schools-and-canon-formation-202605130534,Arabic Literature,On The Possibility Of Objectivity In Classical Arabic Literary Criticism: In The Context Of The Debate Between Nābiga al-Zubyānī-Hassān b. Sābit and T,https://doi.org/10.51447/uluifd.1240122,"Soysal, Zeynel Abidin. ""On The Possibility Of Objectivity In Classical Arabic Literary Criticism: In The Context Of The Debate Between Nābiga al-Zubyānī-Hassān b. Sābit and The Evaluation Of The Poem ""Mı̇na"""". semantic_scholar_foundational, 2023.","سويصال، زين العابدين. ""في إمكانية الموضوعية في النقد الأدبي العربي الكلاسيكي: في سياق مناظرة النابغة الذبياني وحسان بن ثابت وتقييم قصيدة 'مينة'"". *semantic_scholar_foundational*، 2023."
"Classical Arabic Literary Criticism: Criteria, Schools, and Canon Formation",النقد الأدبي العربي الكلاسيكي: المعايير والمدارس وتشكيل القانون الأدبي.,https://smarticle.tech/en/article/classical-arabic-literary-criticism-criteria-schools-and-canon-formation-202605130534,https://smarticle.tech/ar/article/classical-arabic-literary-criticism-criteria-schools-and-canon-formation-202605130534,Arabic Literature,The Politics of Literary Value in Early Modernist Arabic Comparative Literary Criticism,https://doi.org/10.1163/1570064x-12341387,"H. Alfaisal. ""The Politics of Literary Value in Early Modernist Arabic Comparative Literary Criticism"". semantic_scholar_foundational, 2019.","الحفيظ الفيصل. ""سياسات القيمة الأدبية في النقد المقارن العربي الحداثوي المبكر"". *semantic_scholar_foundational*، 2019."
"Classical Arabic Literary Criticism: Criteria, Schools, and Canon Formation",النقد الأدبي العربي الكلاسيكي: المعايير والمدارس وتشكيل القانون الأدبي.,https://smarticle.tech/en/article/classical-arabic-literary-criticism-criteria-schools-and-canon-formation-202605130534,https://smarticle.tech/ar/article/classical-arabic-literary-criticism-criteria-schools-and-canon-formation-202605130534,Arabic Literature,Bible,https://archive.org/details/holybiblesoarran01unse,Bible. by Bible. (1200). — E.F. Backus. ISBN: 0564069019,Bible. بقلم Bible. (1200). — E.F. Backus. ردمك: 0564069019
"Contemporary Arabic Prose: Short Fiction, Essay, and Experimental Forms",النثر العربي المعاصر: القصة القصيرة، المقال، والأشكال التجريبية.,https://smarticle.tech/en/article/contemporary-arabic-prose-short-fiction-essay-and-experimental-forms-202605150127,https://smarticle.tech/ar/article/contemporary-arabic-prose-short-fiction-essay-and-experimental-forms-202605150127,Arabic Literature,The Picture of Dorian Gray,https://archive.org/details/pictureofdoriang00wild_5,The Picture of Dorian Gray. by Oscar Wilde. (1890). — Ediciones SM. ISBN: 9798514935802,The Picture of Dorian Gray. بقلم Oscar Wilde. (1890). — Ediciones SM. ردمك: 9798514935802
"Contemporary Arabic Prose: Short Fiction, Essay, and Experimental Forms",النثر العربي المعاصر: القصة القصيرة، المقال، والأشكال التجريبية.,https://smarticle.tech/en/article/contemporary-arabic-prose-short-fiction-essay-and-experimental-forms-202605150127,https://smarticle.tech/ar/article/contemporary-arabic-prose-short-fiction-essay-and-experimental-forms-202605150127,Arabic Literature,Oliver Twist,https://archive.org/details/adventuresofoliv0000unse_q0a7,"Oliver Twist. by Charles Dickens. (1822). — Chapman & Hall, Ld.. ISBN: 9789383202829","Oliver Twist. بقلم Charles Dickens. (1822). — Chapman & Hall, Ld.. ردمك: 9789383202829"
"Contemporary Arabic Prose: Short Fiction, Essay, and Experimental Forms",النثر العربي المعاصر: القصة القصيرة، المقال، والأشكال التجريبية.,https://smarticle.tech/en/article/contemporary-arabic-prose-short-fiction-essay-and-experimental-forms-202605150127,https://smarticle.tech/ar/article/contemporary-arabic-prose-short-fiction-essay-and-experimental-forms-202605150127,Arabic Literature,A Christmas Carol,https://archive.org/details/bwb_P9-DBH-599,A Christmas Carol. by Charles Dickens. (1843). — Da xia chu ban she. ISBN: 9798404222630,A Christmas Carol. بقلم Charles Dickens. (1843). — Da xia chu ban she. ردمك: 9798404222630
"Contemporary Arabic Prose: Short Fiction, Essay, and Experimental Forms",النثر العربي المعاصر: القصة القصيرة، المقال، والأشكال التجريبية.,https://smarticle.tech/en/article/contemporary-arabic-prose-short-fiction-essay-and-experimental-forms-202605150127,https://smarticle.tech/ar/article/contemporary-arabic-prose-short-fiction-essay-and-experimental-forms-202605150127,Arabic Literature,Adventures of Huckleberry Finn,https://archive.org/details/adventuresofhuck0000mark_x8i9,Adventures of Huckleberry Finn. by Mark Twain. (1876). — Laurel. ISBN: 1625000219,Adventures of Huckleberry Finn. بقلم Mark Twain. (1876). — Laurel. ردمك: 1625000219
"Contemporary Arabic Prose: Short Fiction, Essay, and Experimental Forms",النثر العربي المعاصر: القصة القصيرة، المقال، والأشكال التجريبية.,https://smarticle.tech/en/article/contemporary-arabic-prose-short-fiction-essay-and-experimental-forms-202605150127,https://smarticle.tech/ar/article/contemporary-arabic-prose-short-fiction-essay-and-experimental-forms-202605150127,Arabic Literature,The Wonderful Wizard of Oz,https://archive.org/details/newwizardofoz00baum,The Wonderful Wizard of Oz. by L. Frank Baum. (1899). — Alma littera. ISBN: 9798731293341,The Wonderful Wizard of Oz. بقلم L. Frank Baum. (1899). — Alma littera. ردمك: 9798731293341
"Comparative World Literature: Theory, Canon Debates, and Global Perspectives",الأدب العالمي المقارن: النظرية، جدالات القانون، والمنظورات العالمية.,https://smarticle.tech/en/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,https://smarticle.tech/ar/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,World Literature,Tao te Ching,https://archive.org/details/sayingsoflaotzu00laoz,Tao te Ching. by 老子. (1842). — Modern Library. ISBN: 9786053327073,Tao te Ching. بقلم 老子. (1842). — Modern Library. ردمك: 9786053327073
"Comparative World Literature: Theory, Canon Debates, and Global Perspectives",الأدب العالمي المقارن: النظرية، جدالات القانون، والمنظورات العالمية.,https://smarticle.tech/en/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,https://smarticle.tech/ar/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,World Literature,Ulysses,https://archive.org/details/ulysses0000joyc_z8y5,Ulysses. by James Joyce. (1914). — Respublika. ISBN: 8426401112,Ulysses. بقلم James Joyce. (1914). — Respublika. ردمك: 8426401112
"Comparative World Literature: Theory, Canon Debates, and Global Perspectives",الأدب العالمي المقارن: النظرية، جدالات القانون، والمنظورات العالمية.,https://smarticle.tech/en/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,https://smarticle.tech/ar/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,World Literature,Bible,https://archive.org/details/holybiblesoarran01unse,Bible. by Bible. (1200). — E.F. Backus. ISBN: 0564069019,Bible. بقلم Bible. (1200). — E.F. Backus. ردمك: 0564069019
"Comparative World Literature: Theory, Canon Debates, and Global Perspectives",الأدب العالمي المقارن: النظرية، جدالات القانون، والمنظورات العالمية.,https://smarticle.tech/en/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,https://smarticle.tech/ar/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,World Literature,King Lear,https://archive.org/details/bwb_O8-BXS-912,King Lear. by William Shakespeare. (1608). — Printed for Richard Wellington .... ISBN: 0521012368,King Lear. بقلم William Shakespeare. (1608). — Printed for Richard Wellington .... ردمك: 0521012368
"Comparative World Literature: Theory, Canon Debates, and Global Perspectives",الأدب العالمي المقارن: النظرية، جدالات القانون، والمنظورات العالمية.,https://smarticle.tech/en/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,https://smarticle.tech/ar/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,World Literature,Metamorphoses,https://archive.org/details/mtamorphoses00ovid,Metamorphoses. by Ovid. (1479). — Appresso Camillo Franceschini. ISBN: 9789022108819,Metamorphoses. بقلم Ovid. (1479). — Appresso Camillo Franceschini. ردمك: 9789022108819
"Comparative World Literature: Theory, Canon Debates, and Global Perspectives",الأدب العالمي المقارن: النظرية، جدالات القانون، والمنظورات العالمية.,https://smarticle.tech/en/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,https://smarticle.tech/ar/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,World Literature,Degeneration,https://www.gutenberg.org/ebooks/51161,"Degeneration. by Nordau, Max Simon. — Project Gutenberg","Degeneration. بقلم Nordau, Max Simon. — Project Gutenberg"
"Comparative World Literature: Theory, Canon Debates, and Global Perspectives",الأدب العالمي المقارن: النظرية، جدالات القانون، والمنظورات العالمية.,https://smarticle.tech/en/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,https://smarticle.tech/ar/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,World Literature,Laurence Sterne in Germany: A Contribution to the Study of the Literary Relations of; England and Germany in the Eighteenth Century,https://www.gutenberg.org/ebooks/26183,"Laurence Sterne in Germany: A Contribution to the Study of the Literary Relations of; England and Germany in the Eighteenth Century. by Hewett-Thayer, Harvey W. (Harvey Waterman). — Project Gutenberg","Laurence Sterne in Germany: A Contribution to the Study of the Literary Relations of; England and Germany in the Eighteenth Century. بقلم Hewett-Thayer, Harvey W. (Harvey Waterman). — Project Gutenberg"
"Comparative World Literature: Theory, Canon Debates, and Global Perspectives",الأدب العالمي المقارن: النظرية، جدالات القانون، والمنظورات العالمية.,https://smarticle.tech/en/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,https://smarticle.tech/ar/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,World Literature,"Renaissance literary theory and practice : $b Classicism in the rhetoric and poetic of Italy, France, and England 1400-1600",https://www.gutenberg.org/ebooks/72647,"Renaissance literary theory and practice : $b Classicism in the rhetoric and poetic of Italy, France, and England 1400-1600. by Baldwin, Charles Sears. — Project Gutenberg","Renaissance literary theory and practice : $b Classicism in the rhetoric and poetic of Italy, France, and England 1400-1600. بقلم Baldwin, Charles Sears. — Project Gutenberg"
"Comparative World Literature: Theory, Canon Debates, and Global Perspectives",الأدب العالمي المقارن: النظرية، جدالات القانون، والمنظورات العالمية.,https://smarticle.tech/en/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,https://smarticle.tech/ar/article/comparative-world-literature-theory-canon-debates-and-global-perspectives-202605150134,World Literature,A New Comparative Literature as Theory and Method,https://doi.org/10.1163/9789004458536_004,"Steven Tötösy de Zepetnek. ""A New Comparative Literature as Theory and Method"". crossref, 1998.","Steven Tötösy de Zepetnek. ""A New Comparative Literature as Theory and Method"". crossref, 1998."
Russian Literature: The Great Novel Tradition from Pushkin to Chekhov,الأدب الروسي: تقليد الرواية العظيمة من بوشكين إلى تشيخوف.,https://smarticle.tech/en/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,https://smarticle.tech/ar/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,World Literature,Анна Каренина,https://archive.org/details/harvardclassicsv0000lont,Анна Каренина. by Лев Толстой. (1876). — Dent Dutton. ISBN: 9781548764012,Анна Каренина. بقلم Лев Толстой. (1876). — Dent Dutton. ردمك: 9781548764012
Russian Literature: The Great Novel Tradition from Pushkin to Chekhov,الأدب الروسي: تقليد الرواية العظيمة من بوشكين إلى تشيخوف.,https://smarticle.tech/en/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,https://smarticle.tech/ar/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,World Literature,Metapoesis: the Russian tradition from Pushkin to Chekhov,https://doi.org/10.5860/choice.33-2646,"Goscilo, M. ""Metapoesis: the Russian tradition from Pushkin to Chekhov"". *Choice*, 1996.","Goscilo, M. ""Metapoesis: the Russian tradition from Pushkin to Chekhov"". *Choice*, 1996."
Russian Literature: The Great Novel Tradition from Pushkin to Chekhov,الأدب الروسي: تقليد الرواية العظيمة من بوشكين إلى تشيخوف.,https://smarticle.tech/en/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,https://smarticle.tech/ar/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,World Literature,"Metapoesis: The Russian Tradition from Pushkin to Chekhov. By Michael C. Finke. Durham: Duke University Press, 1995. xv, 221 pp. Bibliography. Index.",https://doi.org/10.2307/2502037,"Any, Carol. ""Metapoesis: The Russian Tradition from Pushkin to Chekhov"". crossref, 1996.","Any, Carol. ""Metapoesis: The Russian Tradition from Pushkin to Chekhov"". crossref, 1996."
Russian Literature: The Great Novel Tradition from Pushkin to Chekhov,الأدب الروسي: تقليد الرواية العظيمة من بوشكين إلى تشيخوف.,https://smarticle.tech/en/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,https://smarticle.tech/ar/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,World Literature,"Introduction to Russian Realism: Pushkin, Gogol, Dostoevsky, Tolstoy, Chekhov, Sholokhov",https://doi.org/10.2979/introductiontorussia,"Ernest Joseph Simmons. ""Introduction to Russian Realism: Pushkin, Gogol, Dostoevsky, Tolstoy, Chekhov, Sholokhov"". crossref, 2021.","Ernest Joseph Simmons. ""Introduction to Russian Realism: Pushkin, Gogol, Dostoevsky, Tolstoy, Chekhov, Sholokhov"". crossref, 2021."
Russian Literature: The Great Novel Tradition from Pushkin to Chekhov,الأدب الروسي: تقليد الرواية العظيمة من بوشكين إلى تشيخوف.,https://smarticle.tech/en/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,https://smarticle.tech/ar/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,World Literature,The Chekhov Tradition,https://doi.org/10.1007/978-1-349-04800-7_1,"Tulloch, John. ""The Chekhov Tradition"". crossref, 1980.","Tulloch, John. ""The Chekhov Tradition"". crossref, 1980."
Russian Literature: The Great Novel Tradition from Pushkin to Chekhov,الأدب الروسي: تقليد الرواية العظيمة من بوشكين إلى تشيخوف.,https://smarticle.tech/en/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,https://smarticle.tech/ar/article/russian-literature-the-great-novel-tradition-from-pushkin-to-chekhov-202605150141,World Literature,Russian Literary Attitudes from Pushkin to Solzhenitsyn,https://doi.org/10.1007/978-1-349-02858-0_1,"Richard Freeborn. ""Russian Literary Attitudes from Pushkin to Solzhenitsyn"". crossref, 1976.","Richard Freeborn. ""Russian Literary Attitudes from Pushkin to Solzhenitsyn"". crossref, 1976."
"Postcolonial Literature: Writing Back, Hybridity, and Decolonising the Canon",الأدب ما بعد الاستعمار: الكتابة الراجعة، التهجين، وإزالة الاستعمار من الكانون.,https://smarticle.tech/en/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,https://smarticle.tech/ar/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,World Literature,Post-Colonial Studies,https://openlibrary.org/works/OL21250814W,"Post-Colonial Studies. by Bill Ashcroft, Gareth Griffiths, Helen Tiffin. (2002). — Routledge. ISBN: 9780415661904",Post-Colonial Studies. بقلم Bill Ashcroft، Gareth Griffiths، Helen Tiffin. (2002). — Routledge. ردمك: 9780415661904
"Postcolonial Literature: Writing Back, Hybridity, and Decolonising the Canon",الأدب ما بعد الاستعمار: الكتابة الراجعة، التهجين، وإزالة الاستعمار من الكانون.,https://smarticle.tech/en/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,https://smarticle.tech/ar/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,World Literature,Cambridge Introduction to Postcolonial Literatures in English,https://openlibrary.org/works/OL25674864W,Cambridge Introduction to Postcolonial Literatures in English. by C. L. Innes. (2007). — Cambridge University Press. ISBN: 1283329638,Cambridge Introduction to Postcolonial Literatures in English. بقلم C. L. Innes. (2007). — Cambridge University Press. ردمك: 1283329638
"Postcolonial Literature: Writing Back, Hybridity, and Decolonising the Canon",الأدب ما بعد الاستعمار: الكتابة الراجعة، التهجين، وإزالة الاستعمار من الكانون.,https://smarticle.tech/en/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,https://smarticle.tech/ar/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,World Literature,"Woman, Body, Desire in Post-Colonial India",https://archive.org/details/womanbodydesirei0000puri,"Woman, Body, Desire in Post-Colonial India. by Jyoti Puri. (1999). — Routledge. ISBN: 9780203906620","Woman, Body, Desire in Post-Colonial India. بقلم Jyoti Puri. (1999). — Routledge. ردمك: 9780203906620"
"Postcolonial Literature: Writing Back, Hybridity, and Decolonising the Canon",الأدب ما بعد الاستعمار: الكتابة الراجعة، التهجين، وإزالة الاستعمار من الكانون.,https://smarticle.tech/en/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,https://smarticle.tech/ar/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,World Literature,Rethinking Modernity,https://openlibrary.org/works/OL9348519W,"Rethinking Modernity. by Gurminder K. Bhambra, G. Bhambra, Gurminder Bhambra. (2007). — Springer International Publishing AG. ISBN: 0230206417",Rethinking Modernity. بقلم Gurminder K. Bhambra، G. Bhambra، Gurminder Bhambra. (2007). — Springer International Publishing AG. ردمك: 0230206417
"Postcolonial Literature: Writing Back, Hybridity, and Decolonising the Canon",الأدب ما بعد الاستعمار: الكتابة الراجعة، التهجين، وإزالة الاستعمار من الكانون.,https://smarticle.tech/en/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,https://smarticle.tech/ar/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,World Literature,"Post-Conflict Heritage, Postcolonial Tourism",https://openlibrary.org/works/OL9352722W,"Post-Conflict Heritage, Postcolonial Tourism. by Tim Winter. (2007). — Taylor & Francis Group. ISBN: 0203946383","Post-Conflict Heritage, Postcolonial Tourism. بقلم Tim Winter. (2007). — Taylor & Francis Group. ردمك: 0203946383"
"Postcolonial Literature: Writing Back, Hybridity, and Decolonising the Canon",الأدب ما بعد الاستعمار: الكتابة الراجعة، التهجين، وإزالة الاستعمار من الكانون.,https://smarticle.tech/en/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,https://smarticle.tech/ar/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,World Literature,Dissident geographies,https://archive.org/details/dissidentgeograp00blun,"Dissident geographies. by Alison Blunt, Jane Wills. (1999). — Taylor & Francis Group. ISBN: 1138163562",Dissident geographies. بقلم Alison Blunt، Jane Wills. (1999). — Taylor & Francis Group. ردمك: 1138163562
"Postcolonial Literature: Writing Back, Hybridity, and Decolonising the Canon",الأدب ما بعد الاستعمار: الكتابة الراجعة، التهجين، وإزالة الاستعمار من الكانون.,https://smarticle.tech/en/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,https://smarticle.tech/ar/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,World Literature,Cultural studies,https://openlibrary.org/works/OL18867361W,"Cultural studies. by Lawrence Grossberg, Janice Radway. (1990). — Taylor & Francis Group. ISBN: 9781134834938",Cultural studies. بقلم Lawrence Grossberg، Janice Radway. (1990). — Taylor & Francis Group. ردمك: 9781134834938
"Postcolonial Literature: Writing Back, Hybridity, and Decolonising the Canon",الأدب ما بعد الاستعمار: الكتابة الراجعة، التهجين، وإزالة الاستعمار من الكانون.,https://smarticle.tech/en/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,https://smarticle.tech/ar/article/postcolonial-literature-writing-back-hybridity-and-decolonising-the-canon-202605150149,World Literature,Dracula,https://archive.org/details/dracula00stok_8,Dracula. by Bram Stoker. (1897). — Eenvoudig Communiceren. ISBN: 9798623595942,Dracula. بقلم Bram Stoker. (1897). — Eenvoudig Communiceren. ردمك: 9798623595942
