المفهوم الأكاديمي,رابط المفهوم على سمارتيكل,التخصص الفرعي,عنوان المرجع الأكاديمي,رابط المرجع المباشر,التوثيق المنسق
التفاضل والتكامل والتحليل الحقيقي,https://smarticle.tech/ar/article/calculus-and-real-analysis-202605120409,Mathematics,Tractatus logico-philosophicus,https://archive.org/details/tractatuslogicop1971witt,"Tractatus logico-philosophicus. بقلم Ludwig Wittgenstein، Isidoro Reguera Pérez، Ivo Hernández. (1921). — K. Paul, Trench, Trubner & co., ltd.. ردمك: 8430938095"
التفاضل والتكامل والتحليل الحقيقي,https://smarticle.tech/ar/article/calculus-and-real-analysis-202605120409,Mathematics,"A Comprehensive Survey of Continual Learning: Theory, Method and Application",https://arxiv.org/abs/2302.00487,"لي يوان وانغ، شينغ شينغ زهانغ، هونغ سو، جون زهو. ""مسح شامل للتعلم المستمر: النظرية، المنهجية، والتطبيق"". semantic_scholar_foundational، 2023."
التفاضل والتكامل والتحليل الحقيقي,https://smarticle.tech/ar/article/calculus-and-real-analysis-202605120409,Mathematics,"Decision-Focused Learning: Foundations, State of the Art, Benchmark and Future Opportunities",https://arxiv.org/abs/2307.13565,"مَانْدي، ج. وآخرون. ""التعلم المركز على القرار: الأسس، أحدث التطورات، المعايير، والفرص المستقبل"". semantic_scholar_foundational، 2023."
التفاضل والتكامل والتحليل الحقيقي,https://smarticle.tech/ar/article/calculus-and-real-analysis-202605120409,Mathematics,"Provably Safe Reinforcement Learning: Conceptual Analysis, Survey, and Benchmarking",https://arxiv.org/abs/2205.06750,"هانا كراسوفسكي وآخرون. ""التعلم المعزز الآمن إثباتياً: تحليل مفاهيمي، مسح، وتقييم معياري"". semantic_scholar_foundational، 2022."
التفاضل والتكامل والتحليل الحقيقي,https://smarticle.tech/ar/article/calculus-and-real-analysis-202605120409,Mathematics,"Mathematical Frameworks for Network Dynamics: A Six-Pillar Survey for Analysis, Control, and Inference",https://doi.org/10.3390/math13132116,"ديميتري فولتشينكوف. ""الإطارات الرياضية لديناميكيات الشبكات: مسح سداسي الأعمدة للتحليل، التحكم، والاستدلال"". math13132116، 2025."
نظرية الأعداد والأعداد الأولية,https://smarticle.tech/ar/article/number-theory-and-prime-numbers-202605120430,Mathematics,A course of modern analysis,https://archive.org/details/courseofmodernan00whituoft,A course of modern analysis. بقلم E. T. Whittaker، G. N. Watson. (1902). — Franklin Classics. ردمك: 9780342601172
نظرية الأعداد والأعداد الأولية,https://smarticle.tech/ar/article/number-theory-and-prime-numbers-202605120430,Mathematics,Distribution of Prime Numbers,https://openlibrary.org/works/OL26333447W,Distribution of Prime Numbers. بقلم Dimitris Koukoulopoulos. (2019). — American Mathematical Society. ردمك: 9781470462857
نظرية الأعداد والأعداد الأولية,https://smarticle.tech/ar/article/number-theory-and-prime-numbers-202605120430,Mathematics,A course in analytic number theory,https://openlibrary.org/works/OL23202426W,A course in analytic number theory. بقلم Marius Overholt. (2014). — American Mathematical Society. ردمك: 9781470417062
الميكانيكا الكمّية وثنائية الموجة والجسيم,https://smarticle.tech/ar/article/quantum-mechanics-and-wave-particle-duality-202605120449,Physics,Quantum computation and quantum information,https://archive.org/details/liangzijisuanhel0002niel,Quantum computation and quantum information. بقلم Michael A. Nielsen، Isaac L. Chuang، CAMBRIDGE INDIA. (2000). — Cambridge University Press. ردمك: 7302072892
الميكانيكا الكمّية وثنائية الموجة والجسيم,https://smarticle.tech/ar/article/quantum-mechanics-and-wave-particle-duality-202605120449,Physics,Causal Physics,https://openlibrary.org/works/OL21040201W,Causal Physics. بقلم Chandrasekhar Roychoudhuri. (2014). — Taylor & Francis Group. ردمك: 9781466515314
الميكانيكا الكمّية وثنائية الموجة والجسيم,https://smarticle.tech/ar/article/quantum-mechanics-and-wave-particle-duality-202605120449,Physics,Mathematical foundations of quantum mechanics,https://archive.org/details/mathematicalfoun0613vonn,Mathematical foundations of quantum mechanics. بقلم John Von Neumann. (1932). — Julius Springer. ردمك: 0691178577
الميكانيكا الكمّية وثنائية الموجة والجسيم,https://smarticle.tech/ar/article/quantum-mechanics-and-wave-particle-duality-202605120449,Physics,From Classical to Quantum Mechanics,https://openlibrary.org/works/OL21014396W,From Classical to Quantum Mechanics. بقلم Giampiero Esposito، Giuseppe Marmo، George Sudarshan. (2004). — Cambridge University Press. ردمك: 0511187572
الميكانيكا الكمّية وثنائية الموجة والجسيم,https://smarticle.tech/ar/article/quantum-mechanics-and-wave-particle-duality-202605120449,Physics,Quantum Theory of Fields,https://openlibrary.org/works/OL25713134W,Quantum Theory of Fields. بقلم Steven Weinberg. (1995). — Cambridge University Press. ردمك: 1139644173
الميكانيكا الكمّية وثنائية الموجة والجسيم,https://smarticle.tech/ar/article/quantum-mechanics-and-wave-particle-duality-202605120449,Physics,The fire in the equations,https://archive.org/details/fireinequations0000ferg,The fire in the equations. بقلم Kitty Ferguson. (1994). — Templeton Press. ردمك: 9781282450806
الميكانيكا الكمّية وثنائية الموجة والجسيم,https://smarticle.tech/ar/article/quantum-mechanics-and-wave-particle-duality-202605120449,Physics,Philosophic foundations of quantum mechanics,https://archive.org/details/philosophicfound0000hans_f7s9,Philosophic foundations of quantum mechanics. بقلم Hans Reichenbach. (1944). — Univ. of California Press. ردمك: 9780486404592
الميكانيكا الكمّية وثنائية الموجة والجسيم,https://smarticle.tech/ar/article/quantum-mechanics-and-wave-particle-duality-202605120449,Physics,Neutron interferometry,https://openlibrary.org/works/OL13571907W,Neutron interferometry. بقلم H. Rauch، Helmut Rauch، Samuel A. Werner. (2000). — Clarendon Press. ردمك: 9780198500278
الميكانيكا الكمّية وثنائية الموجة والجسيم,https://smarticle.tech/ar/article/quantum-mechanics-and-wave-particle-duality-202605120449,Physics,Wave-Particle Duality,https://doi.org/10.1093/oso/9780199683338.003.0001,"برتلمان، رينهولد إيه.، ونيكولاي فريس. ""ازدواجية الموجة والجسيم"". كروسرف، 2023."
الميكانيكا الكمّية وثنائية الموجة والجسيم,https://smarticle.tech/ar/article/quantum-mechanics-and-wave-particle-duality-202605120449,Physics,Wave Particle Duality of Light and Complementarity,https://doi.org/10.1007/978-1-4757-9808-1_5,"هوم، ديبانكار. ""ازدواجية الموجة والجسيم للضوء والتكاملية"". كروسرف، 1997."
الديناميكا الحرارية والميكانيكا الإحصائية,https://smarticle.tech/ar/article/thermodynamics-and-statistical-mechanics-202605120502,Physics,Elementary principles in statistical mechanics,https://archive.org/details/elementaryprinci00gibbrich,Elementary principles in statistical mechanics. بقلم J. Willard Gibbs. (1902). — Ox Bow Press. ردمك: 0918024196
الديناميكا الحرارية والميكانيكا الإحصائية,https://smarticle.tech/ar/article/thermodynamics-and-statistical-mechanics-202605120502,Physics,The road to Maxwell's demon,https://openlibrary.org/works/OL16626631W,The road to Maxwell's demon. بقلم Meir Hemmo. (2012). — Cambridge University Press. ردمك: 1283638673
الديناميكا الحرارية والميكانيكا الإحصائية,https://smarticle.tech/ar/article/thermodynamics-and-statistical-mechanics-202605120502,Physics,Non-Equilibrium Thermodynamics and Statistical Mechanics,https://openlibrary.org/works/OL26780800W,Non-Equilibrium Thermodynamics and Statistical Mechanics. بقلم Phil Attard. (2012). — Oxford University Press. ردمك: 9781283602044
الديناميكا الحرارية والميكانيكا الإحصائية,https://smarticle.tech/ar/article/thermodynamics-and-statistical-mechanics-202605120502,Physics,"Elementary Principles in Statistical Mechanics, Developed with Special Reference to the Rational Foundations of Thermodynamics",https://openlibrary.org/works/OL27855906W,"Elementary Principles in Statistical Mechanics, Developed with Special Reference to the Rational Foundations of Thermodynamics. بقلم J. Willard Gibbs. (2018). — Creative Media Partners, LLC. ردمك: 9780342838547"
الديناميكا الحرارية والميكانيكا الإحصائية,https://smarticle.tech/ar/article/thermodynamics-and-statistical-mechanics-202605120502,Physics,Physical chemistry,https://archive.org/details/physicalchemistr0000meti_a1t2,Physical chemistry. بقلم Horia Metiu. (2006). — Taylor & Francis Group. ردمك: 9780815340874
الديناميكا الحرارية والميكانيكا الإحصائية,https://smarticle.tech/ar/article/thermodynamics-and-statistical-mechanics-202605120502,Physics,Thermodynamics and statistical mechanics,https://openlibrary.org/works/OL23321857W,Thermodynamics and statistical mechanics. بقلم Robert J. Hardy. (2014). — John Wiley & Sons Inc.. ردمك: 9781118501016
الديناميكا الحرارية والميكانيكا الإحصائية,https://smarticle.tech/ar/article/thermodynamics-and-statistical-mechanics-202605120502,Physics,"Physical chemistry : thermodynamics, statistical mechanics & kinetics",https://openlibrary.org/works/OL17809496W,"Physical chemistry : thermodynamics, statistical mechanics & kinetics. بقلم Andrew Cooksy. (2014). — Pearson. ردمك: 9780321814159"
الديناميكا الحرارية والميكانيكا الإحصائية,https://smarticle.tech/ar/article/thermodynamics-and-statistical-mechanics-202605120502,Physics,Percolation Theory for Flow in Porous Media,https://archive.org/details/percolationtheor00hunt_449,Percolation Theory for Flow in Porous Media. بقلم Allen Hunt. (2005). — Springer. ردمك: 9783319037707
الديناميكا الحرارية والميكانيكا الإحصائية,https://smarticle.tech/ar/article/thermodynamics-and-statistical-mechanics-202605120502,Physics,A new perspective on thermodynamics,https://archive.org/details/newperspectiveon00lave,A new perspective on thermodynamics. بقلم Bernard H. Lavenda. (2010). — Springer. ردمك: 9781441914415
الكهرومغناطيسية ومعادلات ماكسويل,https://smarticle.tech/ar/article/electromagnetism-and-maxwell-s-equations-202605120510,Physics,Elements of engineering electromagnetics,https://archive.org/details/elementsofengine0000nara,Elements of engineering electromagnetics. بقلم Nannapaneni Narayana Rao. (1977). — Prentice-Hall. ردمك: 9780131139619
الكهرومغناطيسية ومعادلات ماكسويل,https://smarticle.tech/ar/article/electromagnetism-and-maxwell-s-equations-202605120510,Physics,Bridging Circuits and Fields,https://openlibrary.org/works/OL24803864W,Bridging Circuits and Fields. بقلم Alexander I. Petroianu. (2021). — CRC Press. ردمك: 0367711303
الكهرومغناطيسية ومعادلات ماكسويل,https://smarticle.tech/ar/article/electromagnetism-and-maxwell-s-equations-202605120510,Physics,Discontinuities in the electromagnetic field,https://openlibrary.org/works/OL16470853W,Discontinuities in the electromagnetic field. بقلم M. Mithat Idemen. (2011). — Wiley-IEEE Press. ردمك: 9781118057919
الكهرومغناطيسية ومعادلات ماكسويل,https://smarticle.tech/ar/article/electromagnetism-and-maxwell-s-equations-202605120510,Physics,Introduction to Electromagnetic Waves with Maxwell's Equations,https://openlibrary.org/works/OL25261464W,"Introduction to Electromagnetic Waves with Maxwell's Equations. بقلم Ozgur Ergul. (2021). — Wiley & Sons, Limited, John. ردمك: 9781119626725"
الكهرومغناطيسية ومعادلات ماكسويل,https://smarticle.tech/ar/article/electromagnetism-and-maxwell-s-equations-202605120510,Physics,Electromagnetic Waves 1,https://openlibrary.org/works/OL25796105W,"Electromagnetic Waves 1. بقلم Pierre-No¿l Favennec. (2021). — Wiley & Sons, Incorporated, John. ردمك: 9781119818472"
الكهرومغناطيسية ومعادلات ماكسويل,https://smarticle.tech/ar/article/electromagnetism-and-maxwell-s-equations-202605120510,Physics,Foundations of electromagnetic theory,https://archive.org/details/foundationsofele0000reit_p4k9,"Foundations of electromagnetic theory. بقلم John R. Reitz. (1960). — Addison-Wesley Educational Publishers Inc.,U.S.. ردمك: 9780201526240"
الكهرومغناطيسية ومعادلات ماكسويل,https://smarticle.tech/ar/article/electromagnetism-and-maxwell-s-equations-202605120510,Physics,Electromagnetism,https://openlibrary.org/works/OL21500280W,"Electromagnetism. بقلم Tamer Becherrawy. (2012). — Wiley & Sons, Incorporated, John. ردمك: 111858760X"
الكهرومغناطيسية ومعادلات ماكسويل,https://smarticle.tech/ar/article/electromagnetism-and-maxwell-s-equations-202605120510,Physics,Electricity and Magnetism for Mathematicians,https://openlibrary.org/works/OL21092381W,Electricity and Magnetism for Mathematicians. بقلم Thomas A. Garrity. (2015). — Cambridge University Press. ردمك: 9781107078208
الكهرومغناطيسية ومعادلات ماكسويل,https://smarticle.tech/ar/article/electromagnetism-and-maxwell-s-equations-202605120510,Physics,Electrodynamics and Spacetime Geometry: Foundations,https://arxiv.org/abs/1602.01492,"كابرال، ف.، لوبو، ف. ""الديناميكا الكهربائية وهندسة الزمكان: الأسس"". 2016."
الكهرومغناطيسية ومعادلات ماكسويل,https://smarticle.tech/ar/article/electromagnetism-and-maxwell-s-equations-202605120510,Physics,Quantization of Gauge Systems,https://doi.org/10.2307/j.ctv10crg0r,"هينوكس، م.، تيتيلبايم، س. ""تكميم أنظمة القياس"". semantic_scholar_foundational، 1992."
الكيمياء العضوية والبنية الجزيئية,https://smarticle.tech/ar/article/organic-chemistry-and-molecular-structure-202605120519,Chemistry,Principles of Organic Synthesis,https://openlibrary.org/works/OL25743408W,Principles of Organic Synthesis. بقلم Richard O. C. Norman. (2017). — CRC Press. ردمك: 1351421719
الكيمياء العضوية والبنية الجزيئية,https://smarticle.tech/ar/article/organic-chemistry-and-molecular-structure-202605120519,Chemistry,Molecular structure,https://openlibrary.org/works/OL18617148W,Molecular structure. بقلم Norman L. Allinger. (2010). — Wiley. ردمك: 1282707655
الكيمياء العضوية والبنية الجزيئية,https://smarticle.tech/ar/article/organic-chemistry-and-molecular-structure-202605120519,Chemistry,Crystallography made crystal clear,https://archive.org/details/crystallographym0000rhod,Crystallography made crystal clear. بقلم Gale Rhodes. (1993). — Academic Press. ردمك: 9780080573786
الكيمياء العضوية والبنية الجزيئية,https://smarticle.tech/ar/article/organic-chemistry-and-molecular-structure-202605120519,Chemistry,NMR spectroscopy explained,https://openlibrary.org/works/OL8232048W,"NMR spectroscopy explained. بقلم Neil E. Jacobsen. (2007). — Wiley & Sons Canada, Limited, John. ردمك: 0470173351"
الكيمياء العضوية والبنية الجزيئية,https://smarticle.tech/ar/article/organic-chemistry-and-molecular-structure-202605120519,Chemistry,Supramolecular soft matter,https://openlibrary.org/works/OL16561371W,"Supramolecular soft matter. بقلم Takashi Nakanishi. (2011). — Wiley & Sons, Incorporated, John. ردمك: 0470559748"
الكيمياء العضوية والبنية الجزيئية,https://smarticle.tech/ar/article/organic-chemistry-and-molecular-structure-202605120519,Chemistry,From C-H to C-C Bonds,https://openlibrary.org/works/OL21506623W,"From C-H to C-C Bonds. بقلم Christophe Darcel، Guojun Deng، Oliver Basle. (2014). — Royal Society of Chemistry, The. ردمك: 1782620087"
الكيمياء العضوية والبنية الجزيئية,https://smarticle.tech/ar/article/organic-chemistry-and-molecular-structure-202605120519,Chemistry,Organic molecular photochemistry,https://archive.org/details/organicmolecular00rama_896,Organic molecular photochemistry. بقلم V. Ramamurthy. (1999). — Taylor & Francis Group. ردمك: 9781000146288
الكيمياء العضوية والبنية الجزيئية,https://smarticle.tech/ar/article/organic-chemistry-and-molecular-structure-202605120519,Chemistry,Hyper-structured molecules II,https://openlibrary.org/works/OL19263108W,Hyper-structured molecules II. بقلم Hiroyuki Sasabe. (1999). — Gordon & Breach. ردمك: 9780203304044
الكيمياء العضوية والبنية الجزيئية,https://smarticle.tech/ar/article/organic-chemistry-and-molecular-structure-202605120519,Chemistry,101 design methods,https://archive.org/details/101designmethods0000kuma,"101 design methods. بقلم Vijay Kumar. (2012). — Wiley & Sons, Incorporated, John. ردمك: 1118330889"
الكيمياء العضوية والبنية الجزيئية,https://smarticle.tech/ar/article/organic-chemistry-and-molecular-structure-202605120519,Chemistry,Visualization of Hydrogen-Bond Dynamics,https://openlibrary.org/works/OL19909954W,Visualization of Hydrogen-Bond Dynamics. بقلم Takashi Kumagai. (2012). — Imprint: Springer. ردمك: 9784431541578
الكيمياء غير العضوية والمركبات التنسيقية,https://smarticle.tech/ar/article/inorganic-chemistry-and-coordination-compounds-202605161512,Chemistry,Inorganic Syntheses,https://archive.org/details/inorganicsynthes0006unse,Inorganic Syntheses. بقلم Inc. Inorganic Syntheses. (2004). — Wiley-Interscience. ردمك: 0470131683
الكيمياء غير العضوية والمركبات التنسيقية,https://smarticle.tech/ar/article/inorganic-chemistry-and-coordination-compounds-202605161512,Chemistry,Progress in inorganic chemistry,https://archive.org/details/progressininorga0023unse,Progress in inorganic chemistry. بقلم Henry Taube، Stephen J. Lippard. (1983). — J. Wiley. ردمك: 0470166282
الكيمياء غير العضوية والمركبات التنسيقية,https://smarticle.tech/ar/article/inorganic-chemistry-and-coordination-compounds-202605161512,Chemistry,Chemistry,https://openlibrary.org/works/OL21370129W,"Chemistry. بقلم Catherine E. Housecroft. (1997). — Pearson Education, Limited. ردمك: 9780582895904"
الكيمياء غير العضوية والمركبات التنسيقية,https://smarticle.tech/ar/article/inorganic-chemistry-and-coordination-compounds-202605161512,Chemistry,A comprehensive treatise on inorganic and theoretical chemistry,https://openlibrary.org/works/OL10450192W,A comprehensive treatise on inorganic and theoretical chemistry. بقلم J. W. Mellor. (1922). — Longman. ردمك: 9780582462632
الكيمياء غير العضوية والمركبات التنسيقية,https://smarticle.tech/ar/article/inorganic-chemistry-and-coordination-compounds-202605161512,Chemistry,Transition Metal Catalysis Controlled by Hydrogen Bonding in the Second Coordination Sphere,https://doi.org/10.1021/acs.chemrev.1c00862,"ج. ريك وآخرون. ""التحفيز بواسطة الفلزات الانتقالية الذي يتحكم به الترابط الهيدروجيني في الغلاف التناسقي الثاني"". مجلة كيميكال ريفيو، 2022."
الكيمياء غير العضوية والمركبات التنسيقية,https://smarticle.tech/ar/article/inorganic-chemistry-and-coordination-compounds-202605161512,Chemistry,Transition metal complexes of the naked pnictide elements,https://doi.org/10.1016/J.CCR.2018.06.012,"ك. ويتماير. ""مركبات الفلزات الانتقالية المعقدة للعناصر الفسفورية العارية"". مجلة كيمستريستري كيمستري ريفيوز، 2018."
الكيمياء غير العضوية والمركبات التنسيقية,https://smarticle.tech/ar/article/inorganic-chemistry-and-coordination-compounds-202605161512,Chemistry,Recent advances in boron-centered ligands and their transition metal complexes,https://doi.org/10.1016/J.CCR.2018.09.013,"غوتيل، جيمس ت.، وبراونشفايغ هـ. ""التطورات الحديثة في الليغاندات المركزية للبورون ومركباتها المعقدة مع الفلزات الانتقالية"". مجلة كيمستريستري كيمستري ريفيوز، 2019."
الكيمياء غير العضوية والمركبات التنسيقية,https://smarticle.tech/ar/article/inorganic-chemistry-and-coordination-compounds-202605161512,Chemistry,Cation-controlled catalysis with crown ether-containing transition metal complexes.,https://doi.org/10.1039/c9cc00803a,"س. يو، هـ. إم. دودج، إيه. ج. إم. ميلر. ""التحفيز الذي يتحكم به الكاتيون مع المعقدات الفلزية الانتقالية الحاوية على إيثر التاج"". كيميكال كوميونيكيشنز، 2019."
الكيمياء غير العضوية والمركبات التنسيقية,https://smarticle.tech/ar/article/inorganic-chemistry-and-coordination-compounds-202605161512,Chemistry,Transition-metal difluorocarbene complexes.,https://doi.org/10.1039/d1cc04029d,"زهو، و. وآخرون. ""مركبات ثنائي فلورو الكربين الفلزية الانتقالية"". كيميكال كوميونيكيشنز، 2021."
الكيمياء غير العضوية والمركبات التنسيقية,https://smarticle.tech/ar/article/inorganic-chemistry-and-coordination-compounds-202605161512,Chemistry,"Electronic Structure and Chemical Bonding of the First-, Second-, and Third-Row-Transition-Metal Monoborides: The Formation of Quadruple Bonds in RhB,",https://doi.org/10.3390/molecules28248016,"ديميتريو، س. وآخرون. ""البنية الإلكترونية والترابط الكيميائي للمركبات أحادية البوريد للفلزات الانتقالية من الصف الأول والثاني والثالث: تكوين الروابط الرباعية في RhB، RuB، وTcB"". موليكولز، 2023."
الكيمياء الحيوية: الإنزيمات، الأيض، والتفاعلات الخلوية.,https://smarticle.tech/ar/article/biochemistry-enzymes-metabolism-and-cellular-reactions-202605161521,Chemistry,Advances in enzymology and related areas of molecular biology,https://openlibrary.org/works/OL16923331W,"Advances in enzymology and related areas of molecular biology. بقلم Eric J. Toone. (2009). — Wiley & Sons, Incorporated, John. ردمك: 9780470653210"
الكيمياء الحيوية: الإنزيمات، الأيض، والتفاعلات الخلوية.,https://smarticle.tech/ar/article/biochemistry-enzymes-metabolism-and-cellular-reactions-202605161521,Chemistry,Genes & signals,https://archive.org/details/genessignals0000ptas,Genes & signals. بقلم Mark Ptashne، Alexander Gann. (2001). — Cold Spring Harbor Laboratory Press. ردمك: 0879696338
الكيمياء الحيوية: الإنزيمات، الأيض، والتفاعلات الخلوية.,https://smarticle.tech/ar/article/biochemistry-enzymes-metabolism-and-cellular-reactions-202605161521,Chemistry,Enzyme kinetics and mechanism,https://archive.org/details/enzymekineticsme0064unse,Enzyme kinetics and mechanism. بقلم Sidney P. Colowick، Daniel L. Purich، Melvin I. Simon. (1999). — Academic Press. ردمك: 0121822095
الكيمياء الحيوية: الإنزيمات، الأيض، والتفاعلات الخلوية.,https://smarticle.tech/ar/article/biochemistry-enzymes-metabolism-and-cellular-reactions-202605161521,Chemistry,Introduction to Enzyme and Coenzyme Chemistry,https://openlibrary.org/works/OL8719143W,Introduction to Enzyme and Coenzyme Chemistry. بقلم Tim Bugg. (2004). — Blackwell Publishing Limited. ردمك: 9781405114523
الكيمياء الحيوية: الإنزيمات، الأيض، والتفاعلات الخلوية.,https://smarticle.tech/ar/article/biochemistry-enzymes-metabolism-and-cellular-reactions-202605161521,Chemistry,An Introduction to Enzyme and Coenzyme Chemistry,https://archive.org/details/introductiontoen0000bugg,An Introduction to Enzyme and Coenzyme Chemistry. بقلم Tim Bugg. (1997). — Blackwell Publishers. ردمك: 0865427933
الكيمياء الحيوية: الإنزيمات، الأيض، والتفاعلات الخلوية.,https://smarticle.tech/ar/article/biochemistry-enzymes-metabolism-and-cellular-reactions-202605161521,Chemistry,Metallobiochemistry,https://archive.org/details/metallobiochemis0000unse_y3a1,Metallobiochemistry. بقلم James F. Riordan، John N. Abelson، Melvin I. Simon. (1988). — Academic Press. ردمك: 9780121820596
الكيمياء الحيوية: الإنزيمات، الأيض، والتفاعلات الخلوية.,https://smarticle.tech/ar/article/biochemistry-enzymes-metabolism-and-cellular-reactions-202605161521,Chemistry,Arachidonate related lipid mediators,https://openlibrary.org/works/OL18468690W,Arachidonate related lipid mediators. بقلم Robert C. Murphy. (1990). — Elsevier Science & Technology Books. ردمك: 9780121820886
الكيمياء الحيوية: الإنزيمات، الأيض، والتفاعلات الخلوية.,https://smarticle.tech/ar/article/biochemistry-enzymes-metabolism-and-cellular-reactions-202605161521,Chemistry,Influence of hepatic microsomal mixed function oxidation reactions on cellular metabolic control,https://doi.org/10.1016/0026-0495(71)90091-6,"رونالد دبليو إسيبروك وآخرون. ""تأثير تفاعلات الأكسدة المختلطة للوظيفية الكبدية الدقيقة على التحكم الأيضي الخلوي"". *ميتابوليزم*، 1971."
الكيمياء الحيوية: الإنزيمات، الأيض، والتفاعلات الخلوية.,https://smarticle.tech/ar/article/biochemistry-enzymes-metabolism-and-cellular-reactions-202605161521,Chemistry,Review of Understanding Biochemistry: Enzymes and Membranes,https://doi.org/10.1042/bio03802046,فهم الكيمياء الحيوية: الإنزيمات والأغشية. *كروسريف*، 2016.
الكيمياء الحيوية: الإنزيمات، الأيض، والتفاعلات الخلوية.,https://smarticle.tech/ar/article/biochemistry-enzymes-metabolism-and-cellular-reactions-202605161521,Chemistry,"Review for ""Succinate receptor 1 signaling mutually depends on subcellular localization and cellular metabolism""",https://doi.org/10.1111/febs.17407/v1/review1,"سبوسيني إس. ""مراجعة بعنوان 'يعتمد إشارات مستقبل السكسينات 1 بشكل متبادل على التوطين دون الخلوي والاستقلاب الخلوي'"". *مجلة الجمعية الأوروبية للكيمياء الحيوية*، 2024."
علم الأحياء التطوري والانتقاء الطبيعي,https://smarticle.tech/ar/article/evolutionary-biology-and-natural-selection-202605161529,Biology,Different,https://archive.org/details/primatenundphilo0000unse,Different. بقلم Frans de Waal. (2006). — Princeton University Press. ردمك: 1324050365
علم الأحياء التطوري والانتقاء الطبيعي,https://smarticle.tech/ar/article/evolutionary-biology-and-natural-selection-202605161529,Biology,Climbing Mount Improbable,https://archive.org/details/viewfrommountimp0000dawk,Climbing Mount Improbable. بقلم Richard Dawkins. (1996). — Norton. ردمك: 0393316823
علم الأحياء التطوري والانتقاء الطبيعي,https://smarticle.tech/ar/article/evolutionary-biology-and-natural-selection-202605161529,Biology,Evolutionary Biology,https://archive.org/details/evolutionarybiol0000unse_a5x5,Evolutionary Biology. بقلم Max Hecht. (1978). — Springer. ردمك: 1461569850
