المفهوم الأكاديمي,رابط المفهوم على سمارتيكل,التخصص الفرعي,عنوان المرجع الأكاديمي,رابط المرجع المباشر,التوثيق المنسق
المجتمعات الرافدية: سومر، أكاد، وبابل,https://smarticle.tech/ar/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Bible,https://archive.org/details/holybiblesoarran01unse,Bible. بقلم Bible. (1200). — E.F. Backus. ردمك: 0564069019
المجتمعات الرافدية: سومر، أكاد، وبابل,https://smarticle.tech/ar/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Ancient art in miniature,https://openlibrary.org/works/OL3092162W,Ancient art in miniature. بقلم Holly Pittman. (1987). — Yale University Press. ردمك: 0810964406
المجتمعات الرافدية: سومر، أكاد، وبابل,https://smarticle.tech/ar/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Mesopotamian Astrology,https://openlibrary.org/works/OL2578980W,Mesopotamian Astrology. بقلم Ulla Susanne Koch. (1995). — Museum Tusculanum Press. ردمك: 8772892870
المجتمعات الرافدية: سومر، أكاد، وبابل,https://smarticle.tech/ar/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,Selected papers in Greek and Near Eastern History,https://archive.org/details/selectedpapersin0000lewi,Selected papers in Greek and Near Eastern History. بقلم David M. Lewis. (1997). — Cambridge University Press. ردمك: 9780521465649
المجتمعات الرافدية: سومر، أكاد، وبابل,https://smarticle.tech/ar/article/mesopotamian-societies-sumer-akkad-and-babylon-202605120601,Ancient Civilizations,The world of Achaemenid Persia,https://openlibrary.org/works/OL16983673W,The world of Achaemenid Persia. بقلم John Curtis، St. John Simpson. (2010). — I.B. Tauris. ردمك: 1350197742
الخلافة العباسية: العصر الذهبي للحضارة الإسلامية.,https://smarticle.tech/ar/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,The great caliphs,https://archive.org/details/bwb_P9-ECA-993,The great caliphs. بقلم Amira K. Bennison. (2009). — Yale University Press. ردمك: 9780755696918
الخلافة العباسية: العصر الذهبي للحضارة الإسلامية.,https://smarticle.tech/ar/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,Arabic thought and the Western world in the golden age of Islam,https://archive.org/details/arabicthoughtwes0000myer,Arabic thought and the Western world in the golden age of Islam. بقلم Eugene A. Myers. (1964). — Bloomsbury Publishing Plc. ردمك: 9780804465625
الخلافة العباسية: العصر الذهبي للحضارة الإسلامية.,https://smarticle.tech/ar/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,Daily Life in the Islamic Golden Age,https://openlibrary.org/works/OL25691639W,Daily Life in the Islamic Golden Age. بقلم Don Nardo. (2015). — Capstone. ردمك: 9781484666067
الخلافة العباسية: العصر الذهبي للحضارة الإسلامية.,https://smarticle.tech/ar/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,A history of Arabic astronomy,https://openlibrary.org/works/OL3941554W,A history of Arabic astronomy. بقلم George Saliba. (1994). — New York University Press. ردمك: 9780814779620
الخلافة العباسية: العصر الذهبي للحضارة الإسلامية.,https://smarticle.tech/ar/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,The Islamic Golden Age and the Caliphates,https://openlibrary.org/works/OL20249281W,The Islamic Golden Age and the Caliphates. بقلم Jason Porterfield. (2016). — Rosen Young Adult. ردمك: 1499463383
الخلافة العباسية: العصر الذهبي للحضارة الإسلامية.,https://smarticle.tech/ar/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,Merchants and Faith,https://archive.org/details/merchantsfaithmu0000riss,Merchants and Faith. بقلم Patricia Risso. (1995). — Westview Press. ردمك: 0813389119
الخلافة العباسية: العصر الذهبي للحضارة الإسلامية.,https://smarticle.tech/ar/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,Turāth al-ʻArab al-maʻrifī ḥattá nihāyat al-khilāfah al-ʻAbbāsīyah,https://openlibrary.org/works/OL22409777W,Turāth al-ʻArab al-maʻrifī ḥattá nihāyat al-khilāfah al-ʻAbbāsīyah. بقلم Muḥsin Jāsim Mūsawī، Buthaynah Khālidī، Māhir Mahdī Hilāl. (2010). — al-Markaz al-Thaqāfī al-ʻArabī. ردمك: 9953684529
الخلافة العباسية: العصر الذهبي للحضارة الإسلامية.,https://smarticle.tech/ar/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,ISLAMIC EDUCATION INTITUTIONS IN THE CLASSICAL PERIOD (UMAYYAD AND ABBASID PERIODS),https://doi.org/10.19109/pairf.v6i1.19843,"نور الحيداه، فريدي فريدي، إيشوم الدين إيشوم الدين. ""المؤسسات التعليمية الإسلامية في الفترة الكلاسيكية (عهدا الأموي والعباسي)"". semantic_scholar_foundational، 2024."
الخلافة العباسية: العصر الذهبي للحضارة الإسلامية.,https://smarticle.tech/ar/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,The Transformation of Islamic Civilization: A Historical Analysis of the Classical Period and the Golden Age,https://doi.org/10.15548/khazanah.v14i2.1538,"تري يوغو يوغو، آيب سابودين. ""تحول الحضارة الإسلامية: تحليل تاريخي للفترة الكلاسيكية وعصرها الذهبي"". semantic_scholar_foundational، 2024."
الخلافة العباسية: العصر الذهبي للحضارة الإسلامية.,https://smarticle.tech/ar/article/the-abbasid-caliphate-golden-age-of-islamic-civilization-202605150549,Islamic History,"ISLAMIC CIVILIZATION, PERIODIZATION, AND DEVELOPMENT IN INDONESIA AND SPAIN AND THEIR EFFECT ON WESTERN CIVILIZATION: A HISTORICAL REVIEW",https://doi.org/10.58344/jmi.v2i6.265,"ريناتا أسماماتين، فريانتو فريانتو. ""الحضارة الإسلامية، التقسيم الزمني، والتطور في إندونيسيا وإسبانيا وتأثيرهما على الحضارة الغربية: مراجعة تاريخية"". JMI، 2023."
سلالة الأمويين: التوسع والإرث الإداري,https://smarticle.tech/ar/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Lives of Mahomet and his successors,https://archive.org/details/mahomethissucces00irvi,Lives of Mahomet and his successors. بقلم Washington Irving. (1849). — G.P. Putnam. ردمك: 9781421231358
سلالة الأمويين: التوسع والإرث الإداري,https://smarticle.tech/ar/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,"Conquest of Syria, Persia and Ægypt, by the Saracens",https://archive.org/details/historyofsaracen00ockl,"Conquest of Syria, Persia and Ægypt, by the Saracens. بقلم Simon Ockley. (1708). — Bell. ردمك: 1428634835"
سلالة الأمويين: التوسع والإرث الإداري,https://smarticle.tech/ar/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,The history of the Saracens,https://archive.org/details/historyofsaracen0000ockl,The history of the Saracens. بقلم Simon Ockley. (1718). — H. G. Bohn. ردمك: 9780524022245
سلالة الأمويين: التوسع والإرث الإداري,https://smarticle.tech/ar/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Tārīkh madīnat Dimashq,https://openlibrary.org/works/OL3893810W,Tārīkh madīnat Dimashq. بقلم ʻAlī ibn al-Ḥasan Ibn ʻAsākir. (1900). — Muʾassasat al-Ḥammūdī. ردمك: 1575475995
سلالة الأمويين: التوسع والإرث الإداري,https://smarticle.tech/ar/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Ansāb al-ashrāf,https://openlibrary.org/works/OL1606857W,Ansāb al-ashrāf. بقلم Aḥmad ibn Yaḥyá Balādhurī. (1900). — Yuṭlabu min Maktabat al-Muthanná. ردمك: 9783879971305
سلالة الأمويين: التوسع والإرث الإداري,https://smarticle.tech/ar/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Prophet and the Age of the Caliphates,https://openlibrary.org/works/OL21274164W,Prophet and the Age of the Caliphates. بقلم Hugh Kennedy. (2015). — Taylor & Francis Group. ردمك: 0367366908
سلالة الأمويين: التوسع والإرث الإداري,https://smarticle.tech/ar/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,The history of al-Tabarī,https://archive.org/details/foundationofcomm0007abar,The history of al-Tabarī. بقلم Abu Ja'far Muhammad ibn Jarir al-Tabari. (1985). — State University of New York Press. ردمك: 9780887065668
سلالة الأمويين: التوسع والإرث الإداري,https://smarticle.tech/ar/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,The first dynasty of Islam,https://openlibrary.org/works/OL11421991W,The first dynasty of Islam. بقلم G. R. Hawting. (1986). — Croom Helm. ردمك: 0203170385
سلالة الأمويين: التوسع والإرث الإداري,https://smarticle.tech/ar/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Al-Maqrīzīs̓ book of contention and strife concerning the relations between the Banū Umayya and the Banū Hāshim,https://archive.org/details/almaqrzsbookofco0000maqr,Al-Maqrīzīs̓ book of contention and strife concerning the relations between the Banū Umayya and the Banū Hāshim. بقلم Aḥmad ibn ʻAlī Maqrīzī. (1980). — University of Manchester
سلالة الأمويين: التوسع والإرث الإداري,https://smarticle.tech/ar/article/the-umayyad-dynasty-expansion-and-administrative-legacy-202605150556,Islamic History,Al-Maqrīzī's book of contention and strife concerning the relations between the Banū Umayya and the Banū Hāshim,https://openlibrary.org/works/OL21175009W,Al-Maqrīzī's book of contention and strife concerning the relations between the Banū Umayya and the Banū Hāshim. بقلم Aḥmad ibn ʻAlī Maqrīzī. (1980). — University of Manchester
الإمبراطورية العثمانية: ستة قرون من الحكم الإمبراطوري.,https://smarticle.tech/ar/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,The foundation of the Ottoman empire,https://archive.org/details/osmanlimparatorl00gibb,The foundation of the Ottoman empire. بقلم Herbert Adams Gibbons. (1916). — Franklin Classics. ردمك: 0353423610
الإمبراطورية العثمانية: ستة قرون من الحكم الإمبراطوري.,https://smarticle.tech/ar/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Geschichte des osmanischen Reiches,https://archive.org/details/geschichtedesosm04hamm,Geschichte des osmanischen Reiches. بقلم Joseph von Hammer-Purgstall، Joseph Freiherr von Hammer-Purgstall. (1827). — C. A. Hartleben
الإمبراطورية العثمانية: ستة قرون من الحكم الإمبراطوري.,https://smarticle.tech/ar/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Present state of the Ottoman Empire,https://archive.org/details/presentstateofot00ryca,"Present state of the Ottoman Empire. بقلم Rycaut, Paul Sir. (1668). — Printed for John Starkey and Henry Brome. ردمك: 9780405027871"
الإمبراطورية العثمانية: ستة قرون من الحكم الإمبراطوري.,https://smarticle.tech/ar/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,The Foundation of the Ottoman Empire; a history of the Osmanlis up to the death of Bayezid I (1300-1403),https://www.gutenberg.org/ebooks/56836,"The Foundation of the Ottoman Empire; a history of the Osmanlis up to the death of Bayezid I (1300-1403). بقلم Gibbons, Herbert Adams. — Project Gutenberg"
الإمبراطورية العثمانية: ستة قرون من الحكم الإمبراطوري.,https://smarticle.tech/ar/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Les Echelles du Levant,https://archive.org/details/portsofcall00maal,Les Echelles du Levant. بقلم Amin Maalouf. (1996). — Grasset. ردمك: 8420634875
الإمبراطورية العثمانية: ستة قرون من الحكم الإمبراطوري.,https://smarticle.tech/ar/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,A Peace to End All Peace,https://archive.org/details/peacetoendallpea00from,A Peace to End All Peace. بقلم David Fromkin. (1989). — H. Holt and Co.. ردمك: 1855131633
الإمبراطورية العثمانية: ستة قرون من الحكم الإمبراطوري.,https://smarticle.tech/ar/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Poland in Ottoman and Turkish Grand Strategy: The Puzzle of an Enduring Alliance over Six Centuries,https://doi.org/10.26650/b/ah3ssc15ssc21.2025.006.007,"شينر أكتورك. ""بولندا في الاستراتيجية العثمانية والتركي الكبرى: لغز تحالف دائم على مدى ستة قرون"". كروسريف، 2025."
الإمبراطورية العثمانية: ستة قرون من الحكم الإمبراطوري.,https://smarticle.tech/ar/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,The Fortress: Defining and Mapping the Ottoman Frontier in the Sixteenth and Seventeenth Centuries,https://doi.org/10.5871/bacad/9780197264423.003.0002,"بالميرا بروميت. ""الحصن: تحديد وتخطيط الحدود العثمانية في القرنين السادس عشر والسابع عشر"". *الأكاديمية البريطانية*، 2009."
الإمبراطورية العثمانية: ستة قرون من الحكم الإمبراطوري.,https://smarticle.tech/ar/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Ransom Slavery Along The Ottoman– Hungarian Frontier In The Sixteenth And Seventeenth Centuries,https://doi.org/10.1163/ej.9789004157040.i-256.12,"غيزا بالفي. ""الاسترقاق بفدية على طول الحدود العثمانية المجرية في القرنين السادس عشر والسابع عشر"". كروسريف، 2007."
الإمبراطورية العثمانية: ستة قرون من الحكم الإمبراطوري.,https://smarticle.tech/ar/article/the-ottoman-empire-six-centuries-of-imperial-rule-202605150603,Islamic History,Religious pluralism in the Balkans during the late Ottoman imperial era,https://doi.org/10.4324/9781315587967-7,"ناثالي كلاير. ""التعددية الدينية في البلقان خلال حقبة الإمبراطورية العثمانية المتأخرة"". *كروسريف*، 2016."
الثورة الصناعية: التكنولوجيا والعمل والتحول الاجتماعي.,https://smarticle.tech/ar/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,Hard Times,https://archive.org/details/hardtimesnewnove00dick,Hard Times. بقلم Charles Dickens. (1854). — Paperbackshop.Co.UK Ltd - Echo Library. ردمك: 9798754730793
الثورة الصناعية: التكنولوجيا والعمل والتحول الاجتماعي.,https://smarticle.tech/ar/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,Great Expectations,https://archive.org/details/dickenswork14dick,Great Expectations. بقلم Charles Dickens. (1861). — Race Point Publishing. ردمك: 0862250862
الثورة الصناعية: التكنولوجيا والعمل والتحول الاجتماعي.,https://smarticle.tech/ar/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,The economy of machinery and manufactures,https://archive.org/details/oneconomyofmac00babb,The economy of machinery and manufactures. بقلم Charles Babbage. (1832). — C. Knight .... ردمك: 0344268179
الثورة الصناعية: التكنولوجيا والعمل والتحول الاجتماعي.,https://smarticle.tech/ar/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,A short history of economic progress,https://archive.org/details/shorthistoryofec0000bren_j5y0,A short history of economic progress. بقلم A. French. (2006). — Routledge. ردمك: 0415286190
الثورة الصناعية: التكنولوجيا والعمل والتحول الاجتماعي.,https://smarticle.tech/ar/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,"Cultural aspects of the industrial revolution: Lynn, Massachusetts, shoemakers and industrial morality, 1826–1860∗",https://doi.org/10.1080/00236567408584301,"بول فالر. ""الجوانب الثقافية للثورة الصناعية: صانعو الأحذية في لين، ماساتشوستس، والأخلاقيات الصناعية، 1826–1860"". *كروسريف*، 1974."
الثورة الصناعية: التكنولوجيا والعمل والتحول الاجتماعي.,https://smarticle.tech/ar/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,European Socialism: A History of Ideas and Movements from the Industrial Revolution to Hitler's Seizure of Power.,https://doi.org/10.2307/2520411,"أدولف شتورمثال، كارل أ. لانداور. ""الاشتراكية الأوروبية: تاريخ للأفكار والحركات من الثورة الصناعية حتى استيلاء هتلر على السلطة"". *كروسريف*، 1962."
الثورة الصناعية: التكنولوجيا والعمل والتحول الاجتماعي.,https://smarticle.tech/ar/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,"Women, Writing, and the Industrial Revolution (review)",https://doi.org/10.1353/tech.2000.0081,"جوتا شوارزكوبف. ""النساء والكتابة والثورة الصناعية (مراجعة)"". *التكنولوجيا والثقافة*، 2000."
الثورة الصناعية: التكنولوجيا والعمل والتحول الاجتماعي.,https://smarticle.tech/ar/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,New Technology and Industrial Change: The Impact of the Scientific-Technical Revolution on Labour and Industry.,https://doi.org/10.2307/2523681,"كولن بورن؛ إيان بنسون؛ جون لويد. ""التكنولوجيا الجديدة والتغيير الصناعي: تأثير الثورة العلمية والتقنية على العمل والصناعة"". *كروسريف*، 1984."
الثورة الصناعية: التكنولوجيا والعمل والتحول الاجتماعي.,https://smarticle.tech/ar/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,The Subterranean Forest: Energy Systems and the Industrial Revolution (review),https://doi.org/10.1353/tech.2003.0041,"فريد كويفيك. ""الغابة تحت الأرض: أنظمة الطاقة والثورة الصناعية (مراجعة)"". *التكنولوجيا والثقافة*، 2003."
الثورة الصناعية: التكنولوجيا والعمل والتحول الاجتماعي.,https://smarticle.tech/ar/article/the-industrial-revolution-technology-labor-and-social-transformation-202605150614,World History,Child Labor and the Industrial Revolution,https://doi.org/10.2307/368179,"فيل غاردنر؛ كلارك ناردينيللي؛ هاري هندريك. ""عمل الأطفال والثورة الصناعية"". *كروسريف*، 1991."
الحرب العالمية الثانية: الأسباب، الجبهات، والعواقب العالمية.,https://smarticle.tech/ar/article/world-war-ii-causes-theaters-and-global-consequences-202605150623,World History,"The Complete Sherlock Holmes [4 novels, 56 stories]",https://archive.org/details/completesherlock00doyl,"The Complete Sherlock Holmes [4 novels, 56 stories]. بقلم Arthur Conan Doyle. (1900). — Bantam Classics. ردمك: 9781409077060"
الحرب العالمية الثانية: الأسباب، الجبهات، والعواقب العالمية.,https://smarticle.tech/ar/article/world-war-ii-causes-theaters-and-global-consequences-202605150623,World History,Wuthering Heights,https://archive.org/details/wutheringheights0000kesh,Wuthering Heights. بقلم Emily Brontë. (1846). — Les Prairies Numeriques. ردمك: 1425055060
الحرب العالمية الثانية: الأسباب، الجبهات، والعواقب العالمية.,https://smarticle.tech/ar/article/world-war-ii-causes-theaters-and-global-consequences-202605150623,World History,Nineteen Eighty-Four,https://archive.org/details/19840000aowe,Nineteen Eighty-Four. بقلم George Orwell. (1949). — Chiltern. ردمك: 9780451524935
الحرب العالمية الثانية: الأسباب، الجبهات، والعواقب العالمية.,https://smarticle.tech/ar/article/world-war-ii-causes-theaters-and-global-consequences-202605150623,World History,A History of French Literature: Short Histories of the Literatures of the World: II.,https://www.gutenberg.org/ebooks/24700,"A History of French Literature: Short Histories of the Literatures of the World: II.. بقلم Dowden, Edward. — Project Gutenberg"
الحرب العالمية الثانية: الأسباب، الجبهات، والعواقب العالمية.,https://smarticle.tech/ar/article/world-war-ii-causes-theaters-and-global-consequences-202605150623,World History,Slaughterhouse-Five,https://archive.org/details/abatorulcinci0000vonn,Slaughterhouse-Five. بقلم Kurt Vonnegut. (1968). — Laurel. ردمك: 9781559949255
الاستعمار الأوروبي: الآليات، المبررات، والآثار طويلة الأمد.,https://smarticle.tech/ar/article/european-colonialism-mechanisms-justifications-and-long-term-effects-202605150632,World History,The Autobiography of Benjamin Franklin,https://archive.org/details/autobiographyofb0000fran_s6g2,The Autobiography of Benjamin Franklin. بقلم Benjamin Franklin. (1791). — Printed for Cushing and Carlton. ردمك: 1534829741
الاستعمار الأوروبي: الآليات، المبررات، والآثار طويلة الأمد.,https://smarticle.tech/ar/article/european-colonialism-mechanisms-justifications-and-long-term-effects-202605150632,World History,Social rights in a post-colonial welfare state: Revisiting ‘universality’ and ‘inclusivity’,https://doi.org/10.1177/09589287241297540,"Westra, E., van Hooren, F. ""Social rights in a post-colonial welfare state: Revisiting ‘universality’ and ‘inclusivity’"". *semantic_scholar_foundational*, 2024."
الاستعمار الأوروبي: الآليات، المبررات، والآثار طويلة الأمد.,https://smarticle.tech/ar/article/european-colonialism-mechanisms-justifications-and-long-term-effects-202605150632,World History,The Postcommunist Supplement: The Revision of Postcolonial Theory from the East European Quarter,https://doi.org/10.2478/abcsj-2022-0008,"Ștefănescu, B. ""The Postcommunist Supplement: The Revision of Postcolonial Theory from the East European Quarter"". semantic_scholar_foundational, 2022."
